type_bien,prix,pieces,chambres,surface,etage,adresse,description,agence
Appartement à vendre - neuf,204 000 €4 766 €/m²,2,1,"42,8",,"Saint Marc, Brest (29200)","Située au cœur de Brest Saint Marc, la Résidence Celton représente l’un des programmes neufs à Brest les plus attractifs du moment. Ce programme immobilier neuf propose 19 appartements neufs à Brest,...",AMENATYS
Appartement à vendre - neuf,204 000 €4 766 €/m²,2,1,"42,8",,"Saint Marc, Brest (29200)","Située au cœur de Brest Saint Marc, la Résidence Celton représente l’un des programmes neufs à Brest les plus attractifs du moment. Ce programme immobilier neuf propose 19 appartements neufs à Brest,...",AMENATYS
Appartement à vendre - neuf,259 000 €4 253 €/m²,3,2,"60,9",,"Saint Marc, Brest (29200)","Située au cœur de Brest Saint Marc, la Résidence Celton représente l’un des programmes neufs à Brest les plus attractifs du moment. Ce programme immobilier neuf propose 19 appartements neufs à Brest,...",AMENATYS
Appartement à vendre - neuf,259 000 €4 253 €/m²,3,2,"60,9",,"Saint Marc, Brest (29200)","Située au cœur de Brest Saint Marc, la Résidence Celton représente l’un des programmes neufs à Brest les plus attractifs du moment. Ce programme immobilier neuf propose 19 appartements neufs à Brest,...",AMENATYS
Appartement à vendre - neuf,381 000 €4 354 €/m²,4,3,"87,5",,"Saint Marc, Brest (29200)","Située au cœur de Brest Saint Marc, la Résidence Celton représente l’un des programmes neufs à Brest les plus attractifs du moment. Ce programme immobilier neuf propose 19 appartements neufs à Brest,...",AMENATYS
Appartement à vendre - neuf,381 000 €4 354 €/m²,4,3,"87,5",,"Saint Marc, Brest (29200)","Située au cœur de Brest Saint Marc, la Résidence Celton représente l’un des programmes neufs à Brest les plus attractifs du moment. Ce programme immobilier neuf propose 19 appartements neufs à Brest,...",AMENATYS
Appartement à vendre - neuf,282 000 €4 476 €/m²,3,2,63,,"Quatre Moulins, Brest (29200)","LANCEMENT / TRAVAUX EN COURS Le Clos du Guy se situe au cœur de Kerbonne dans un quartier calme et résidentiel offrant une vue dégagée vers la rade de Brest. Les appartements, allant du T2 au T3, son...",
Appartement à vendre - neuf,282 000 €4 476 €/m²,3,2,63,,"Quatre Moulins, Brest (29200)","LANCEMENT / TRAVAUX EN COURS Le Clos du Guy se situe au cœur de Kerbonne dans un quartier calme et résidentiel offrant une vue dégagée vers la rade de Brest. Les appartements, allant du T2 au T3, son...",
Appartement à vendre - neuf,191 000 €3 074 €/m²,3,,"62,1",,"Centre Ville, Saint-Renan (29290)","Nouvelle résidence aux portes de Brest ! Profitez d'un cadre de vie idéal à Saint-Renan, une ville riche en patrimoine et en activités. Que vous recherchiez votre résidence principale ou votre premie...",NEXITY
Appartement à vendre - neuf,167 000 €4 360 €/m²,2,1,"38,3",,"Quatre Moulins, Brest (29200)","LANCEMENT / TRAVAUX EN COURS Le Clos du Guy se situe au cœur de Kerbonne dans un quartier calme et résidentiel offrant une vue dégagée vers la rade de Brest. Les appartements, allant du T2 au T3, son...",
Appartement à vendre - neuf,167 000 €4 360 €/m²,2,1,"38,3",,"Quatre Moulins, Brest (29200)","LANCEMENT / TRAVAUX EN COURS Le Clos du Guy se situe au cœur de Kerbonne dans un quartier calme et résidentiel offrant une vue dégagée vers la rade de Brest. Les appartements, allant du T2 au T3, son...",
Appartement à vendre - neuf,119 383 €5 928 €/m²,1,,"20,1",,"Centre, Brest (29200)","Ce programme immobilier neuf à Brest, spécialement conçu pour les étudiants, offre une opportunité d'investissement locatif pérenne dans une métropole dynamique et prisée. Idéalement située à seuleme...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,119 383 €5 928 €/m²,1,,"20,1",,"Centre, Brest (29200)","Ce programme immobilier neuf à Brest, spécialement conçu pour les étudiants, offre une opportunité d'investissement locatif pérenne dans une métropole dynamique et prisée. Idéalement située à seuleme...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,165 900 €4 075 €/m²,2,,"40,7",,"Saint Pierre, Brest (29200)","Livraison 4 ème trimèstre 2027 - La résidence DOMAINE DE LA SOURCE est idéalement située dans le quartier Fontaine Margot à l'ouest de Brest, ville connue pour son riche passé maritime et sa base nav...",VINCI IMMOBILIER PROMOTION
Appartement à vendre - neuf,165 900 €4 075 €/m²,2,,"40,7",,"Saint Pierre, Brest (29200)","Livraison 4 ème trimèstre 2027 - La résidence DOMAINE DE LA SOURCE est idéalement située dans le quartier Fontaine Margot à l'ouest de Brest, ville connue pour son riche passé maritime et sa base nav...",VINCI IMMOBILIER PROMOTION
Appartement à vendre - neuf,141 000 €3 216 €/m²,2,,"43,9",,"Saint Pierre, Brest (29200)","NOUVEAU À BREST – Résidence IROISE – Devenez propriétaire entre ville et mer Idéalement située rue Rosa Luxemburg, dans le quartier résidentiel Kerlinou, à deux pas de la plage Sainte-Anne du Portzic...",SECIB IMMOBILIER
Appartement à vendre - neuf,141 000 €3 216 €/m²,2,,"43,9",,"Saint Pierre, Brest (29200)","NOUVEAU À BREST – Résidence IROISE – Devenez propriétaire entre ville et mer Idéalement située rue Rosa Luxemburg, dans le quartier résidentiel Kerlinou, à deux pas de la plage Sainte-Anne du Portzic...",SECIB IMMOBILIER
Appartement à vendre - neuf,155 000 €3 875 €/m²,2,1,40,,"Saint Pierre, Brest (29200)","Au cœur du quartier de Saint-Pierre, à seulement 2 kilomètres du centre-ville de Brest, ce programme immobilier neuf offre un cadre de vie idéal. Située sur la rive droite de la Penfeld, cette réside...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,155 000 €3 875 €/m²,2,1,40,,"Saint Pierre, Brest (29200)","Au cœur du quartier de Saint-Pierre, à seulement 2 kilomètres du centre-ville de Brest, ce programme immobilier neuf offre un cadre de vie idéal. Située sur la rive droite de la Penfeld, cette réside...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,204 144 €5 104 €/m²,2,1,40,,"Centre, Brest (29200)","Ce programme immobilier neuf situé en plein centre de Brest offre une adresse exceptionnelle à proximité immédiate de la gare et des principales commodités. Niché dans un quartier dynamique, cet ense...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,204 144 €5 104 €/m²,2,1,40,,"Centre, Brest (29200)","Ce programme immobilier neuf situé en plein centre de Brest offre une adresse exceptionnelle à proximité immédiate de la gare et des principales commodités. Niché dans un quartier dynamique, cet ense...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,190 000 €3 026 €/m²,3,,"62,8",,"Saint Pierre, Brest (29200)","NOUVEAU À BREST – Résidence IROISE – Devenez propriétaire entre ville et mer Idéalement située rue Rosa Luxemburg, dans le quartier résidentiel Kerlinou, à deux pas de la plage Sainte-Anne du Portzic...",SECIB IMMOBILIER
Appartement à vendre - neuf,190 000 €3 026 €/m²,3,,"62,8",,"Saint Pierre, Brest (29200)","NOUVEAU À BREST – Résidence IROISE – Devenez propriétaire entre ville et mer Idéalement située rue Rosa Luxemburg, dans le quartier résidentiel Kerlinou, à deux pas de la plage Sainte-Anne du Portzic...",SECIB IMMOBILIER
Appartement à vendre - neuf,269 000 €4 483 €/m²,3,2,60,,"Saint Pierre, Brest (29200)","Au cœur du quartier de Saint-Pierre, à seulement 2 kilomètres du centre-ville de Brest, ce programme immobilier neuf offre un cadre de vie idéal. Située sur la rive droite de la Penfeld, cette réside...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,269 000 €4 483 €/m²,3,2,60,,"Saint Pierre, Brest (29200)","Au cœur du quartier de Saint-Pierre, à seulement 2 kilomètres du centre-ville de Brest, ce programme immobilier neuf offre un cadre de vie idéal. Située sur la rive droite de la Penfeld, cette réside...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,249 000 €6 225 €/m²,2,1,40,,"Quatre Moulins, Brest (29200)","Cette résidence intimiste vous propose 13 appartements neufs du T2 au T4, de 43 à 97 m2. Le rez-de-chaussée abrite l'accès et le stationnement des véhicules, et les logements sont répartis sur 3 nive...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,249 000 €6 225 €/m²,2,1,40,,"Quatre Moulins, Brest (29200)","Cette résidence intimiste vous propose 13 appartements neufs du T2 au T4, de 43 à 97 m2. Le rez-de-chaussée abrite l'accès et le stationnement des véhicules, et les logements sont répartis sur 3 nive...",MEDICIS IMMOBILIER NEUF
Maison à vendre - neuf,405 000 €4 500 €/m²,5,4,90,,"Saint Pierre, Brest (29200)","Adoptez un cadre de vie d'exception à Brest avec ce programme immobilier neuf. Située dans un quartier résidentiel à proximité de toutes les commodités et de la plage de Saint-Anne du Portzic, cette ...",MEDICIS IMMOBILIER NEUF
Maison à vendre - neuf,405 000 €4 500 €/m²,5,4,90,,"Saint Pierre, Brest (29200)","Adoptez un cadre de vie d'exception à Brest avec ce programme immobilier neuf. Située dans un quartier résidentiel à proximité de toutes les commodités et de la plage de Saint-Anne du Portzic, cette ...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,286 202 €4 770 €/m²,3,2,60,,"Centre, Brest (29200)","Ce programme immobilier neuf situé en plein centre de Brest offre une adresse exceptionnelle à proximité immédiate de la gare et des principales commodités. Niché dans un quartier dynamique, cet ense...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,286 202 €4 770 €/m²,3,2,60,,"Centre, Brest (29200)","Ce programme immobilier neuf situé en plein centre de Brest offre une adresse exceptionnelle à proximité immédiate de la gare et des principales commodités. Niché dans un quartier dynamique, cet ense...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,250 000 €6 250 €/m²,2,1,40,,"Centre, Brest (29200)","Ce programme immobilier neuf émane de la transformation réussie d'un ancien édifice bancaire, situé à une poignée de minutes du centre-ville de Brest. Celui-ci met à disposition des espaces commercia...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,250 000 €6 250 €/m²,2,1,40,,"Centre, Brest (29200)","Ce programme immobilier neuf émane de la transformation réussie d'un ancien édifice bancaire, situé à une poignée de minutes du centre-ville de Brest. Celui-ci met à disposition des espaces commercia...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,452 000 €7 533 €/m²,3,2,60,,"Centre, Brest (29200)","Ce programme immobilier neuf émane de la transformation réussie d'un ancien édifice bancaire, situé à une poignée de minutes du centre-ville de Brest. Celui-ci met à disposition des espaces commercia...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,452 000 €7 533 €/m²,3,2,60,,"Centre, Brest (29200)","Ce programme immobilier neuf émane de la transformation réussie d'un ancien édifice bancaire, situé à une poignée de minutes du centre-ville de Brest. Celui-ci met à disposition des espaces commercia...",MEDICIS IMMOBILIER NEUF
Maison à vendre,618 000 €3 511 €/m²,8,5,1 623  de terrain,,Locmaria-Plouzané (29280),"Rarissime ! Dans secteur calme et bucolique à proximité de la plage de Trégana, sur terrain clos de 1600 m2 plein sud et bénéficiant d'une belle vue mer , ensemble immobilier composé de 2 maisons don...",IMMOTIV
Appartement à vendre - neuf,360 000 €4 800 €/m²,4,3,75,,"Saint Pierre, Brest (29200)","Au cœur du quartier de Saint-Pierre, à seulement 2 kilomètres du centre-ville de Brest, ce programme immobilier neuf offre un cadre de vie idéal. Située sur la rive droite de la Penfeld, cette réside...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,360 000 €4 800 €/m²,4,3,75,,"Saint Pierre, Brest (29200)","Au cœur du quartier de Saint-Pierre, à seulement 2 kilomètres du centre-ville de Brest, ce programme immobilier neuf offre un cadre de vie idéal. Située sur la rive droite de la Penfeld, cette réside...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,329 000 €5 483 €/m²,3,2,60,,"Quatre Moulins, Brest (29200)","Cette résidence intimiste vous propose 13 appartements neufs du T2 au T4, de 43 à 97 m2. Le rez-de-chaussée abrite l'accès et le stationnement des véhicules, et les logements sont répartis sur 3 nive...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,329 000 €5 483 €/m²,3,2,60,,"Quatre Moulins, Brest (29200)","Cette résidence intimiste vous propose 13 appartements neufs du T2 au T4, de 43 à 97 m2. Le rez-de-chaussée abrite l'accès et le stationnement des véhicules, et les logements sont répartis sur 3 nive...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,355 243 €4 737 €/m²,4,3,75,,"Centre, Brest (29200)","Ce programme immobilier neuf situé en plein centre de Brest offre une adresse exceptionnelle à proximité immédiate de la gare et des principales commodités. Niché dans un quartier dynamique, cet ense...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,355 243 €4 737 €/m²,4,3,75,,"Centre, Brest (29200)","Ce programme immobilier neuf situé en plein centre de Brest offre une adresse exceptionnelle à proximité immédiate de la gare et des principales commodités. Niché dans un quartier dynamique, cet ense...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,181 109 €4 653 €/m²,2,1,"38,9",,"Giraudeau, Tours (37000)","DERNIERES OPPORTUNITES. Vous cherchez dans l'ancien … emménagez dès aujourd'hui dans le neuf ! Cogedim vous offre votre déménagement * À Tours, le renouveau du site des Casernes est initié par un ens...",COGEDIM
Appartement à vendre - neuf,181 109 €4 653 €/m²,2,1,"38,9",,"Giraudeau, Tours (37000)","DERNIERES OPPORTUNITES. Vous cherchez dans l'ancien … emménagez dès aujourd'hui dans le neuf ! Cogedim vous offre votre déménagement * À Tours, le renouveau du site des Casernes est initié par un ens...",COGEDIM
Appartement à vendre - neuf,247 046 €4 104 €/m²,3,2,"60,2",,"Giraudeau, Tours (37000)","DERNIERES OPPORTUNITES. Vous cherchez dans l'ancien … emménagez dès aujourd'hui dans le neuf ! Cogedim vous offre votre déménagement * À Tours, le renouveau du site des Casernes est initié par un ens...",COGEDIM
Appartement à vendre - neuf,247 046 €4 104 €/m²,3,2,"60,2",,"Giraudeau, Tours (37000)","DERNIERES OPPORTUNITES. Vous cherchez dans l'ancien … emménagez dès aujourd'hui dans le neuf ! Cogedim vous offre votre déménagement * À Tours, le renouveau du site des Casernes est initié par un ens...",COGEDIM
Appartement à vendre,318 000 €2 765 €/m²,5,4,115,1/5,"Lakanal-Strasbourg, Tours (37000)","37000 – TOURS QUARTIER RÉSIDENTIEL - PREBENDES – APPARTEMENT SPACIEUX 5 PIÈCES – 4 CHAMBRES – 115 m² – IDÉAL FAMILLE – OPPORTUNITÉ À SAISIR Efficity, l'agence qui estime votre bien en ligne, vous pro...",efficity   Frederic Dupoix
Appartement à vendre,318 000 €2 765 €/m²,5,4,115,1/5,"Lakanal-Strasbourg, Tours (37000)","37000 – TOURS QUARTIER RÉSIDENTIEL - PREBENDES – APPARTEMENT SPACIEUX 5 PIÈCES – 4 CHAMBRES – 115 m² – IDÉAL FAMILLE – OPPORTUNITÉ À SAISIR Efficity, l'agence qui estime votre bien en ligne, vous pro...",efficity   Frederic Dupoix
