prix,surface,pieces,adresse,type_bien,departement_nom,departement_code
440 000,90,5.0,"Ile Verte, Grenoble (38000)",Maison,Isère,38
440 000,90,5.0,"Ile Verte, Grenoble (38000)",Maison,Isère,38
440 000,90,5.0,"Ile Verte, Grenoble (38000)",Maison,Isère,38
440 000,90,5.0,"Ile Verte, Grenoble (38000)",Maison,Isère,38
440 000,90,5.0,"Ile Verte, Grenoble (38000)",Maison,Isère,38
440 000,90,5.0,"Ile Verte, Grenoble (38000)",Maison,Isère,38
440 000,90,5.0,"Ile Verte, Grenoble (38000)",Maison,Isère,38
419 000,104,4.0,Grenoble (38000),Duplex,Isère,38
419 000,104,4.0,Grenoble (38000),Duplex,Isère,38
419 000,104,4.0,Grenoble (38000),Duplex,Isère,38
419 000,104,4.0,Grenoble (38000),Duplex,Isère,38
410 000,"136,4",4.0,"Antiquaire - Notre Dame , Grenoble (38000)",Appartement,Isère,38
410 000,"136,4",4.0,"Antiquaire - Notre Dame , Grenoble (38000)",Appartement,Isère,38
410 000,"136,4",4.0,"Antiquaire - Notre Dame , Grenoble (38000)",Appartement,Isère,38
410 000,"136,4",4.0,"Antiquaire - Notre Dame , Grenoble (38000)",Appartement,Isère,38
395 000,90,5.0,"Abbaye, Grenoble (38000)",Maison,Isère,38
360 000,450  de terrain,4.0,Mont-Saint-Martin (38120),Terrain,Isère,38
355 000,"124,5",4.0,Grenoble (38000),Duplex,Isère,38
355 000,"124,5",4.0,Grenoble (38000),Duplex,Isère,38
355 000,"124,5",4.0,Grenoble (38000),Duplex,Isère,38
355 000,"124,5",4.0,Grenoble (38000),Duplex,Isère,38
350 000,120,5.0,Grenoble (38000),Appartement,Isère,38
350 000,120,5.0,Grenoble (38000),Appartement,Isère,38
350 000,120,5.0,Grenoble (38000),Appartement,Isère,38
350 000,120,5.0,Grenoble (38000),Appartement,Isère,38
295 000,"152,5",4.0,"Antiquaire - Notre Dame , Grenoble (38000)",Appartement,Isère,38
295 000,"152,5",4.0,"Antiquaire - Notre Dame , Grenoble (38000)",Appartement,Isère,38
295 000,"152,5",4.0,"Antiquaire - Notre Dame , Grenoble (38000)",Appartement,Isère,38
295 000,"152,5",4.0,"Antiquaire - Notre Dame , Grenoble (38000)",Appartement,Isère,38
295 000,"152,5",4.0,"Antiquaire - Notre Dame , Grenoble (38000)",Appartement,Isère,38
295 000,"152,5",4.0,"Antiquaire - Notre Dame , Grenoble (38000)",Appartement,Isère,38
295 000,"152,5",4.0,"Antiquaire - Notre Dame , Grenoble (38000)",Appartement,Isère,38
295 000,"152,5",4.0,"Antiquaire - Notre Dame , Grenoble (38000)",Appartement,Isère,38
290 000,63,3.0,Grenoble (38000),Appartement,Isère,38
290 000,63,3.0,Grenoble (38000),Appartement,Isère,38
290 000,63,3.0,Grenoble (38000),Appartement,Isère,38
290 000,63,3.0,Grenoble (38000),Appartement,Isère,38
270 000,109,4.0,Grenoble (38000),Appartement,Isère,38
270 000,109,4.0,Grenoble (38000),Appartement,Isère,38
270 000,109,4.0,Grenoble (38000),Appartement,Isère,38
270 000,109,4.0,Grenoble (38000),Appartement,Isère,38
227 000,69,3.0,Grenoble (38000),Appartement,Isère,38
227 000,69,3.0,Grenoble (38000),Appartement,Isère,38
227 000,69,3.0,Grenoble (38000),Appartement,Isère,38
227 000,69,3.0,Grenoble (38000),Appartement,Isère,38
214 000,"46,5",2.0,"Saint Laurent, Grenoble Centre (38000)",Appartement,Isère,38
214 000,"46,5",2.0,"Saint Laurent, Grenoble Centre (38000)",Appartement,Isère,38
214 000,"46,5",2.0,"Saint Laurent, Grenoble Centre (38000)",Appartement,Isère,38
214 000,"46,5",2.0,"Saint Laurent, Grenoble Centre (38000)",Appartement,Isère,38
210 000,"97,8",4.0,"Fiancey-Brieux, Saint-Égrève (38120)",Appartement,Isère,38
179 000,96,4.0,"Abry, Grenoble (38000)",Appartement,Isère,38
179 000,96,4.0,"Abry, Grenoble (38000)",Appartement,Isère,38
179 000,96,4.0,"Abry, Grenoble (38000)",Appartement,Isère,38
179 000,96,4.0,"Abry, Grenoble (38000)",Appartement,Isère,38
159 000,"51,2",2.0,"Berriat-Ampere, Grenoble (38000)",Appartement,Isère,38
159 000,"51,2",2.0,"Berriat-Ampere, Grenoble (38000)",Appartement,Isère,38
159 000,"85,2",4.0,Grenoble (38100),Appartement,Isère,38
159 000,"85,2",4.0,Grenoble (38100),Appartement,Isère,38
159 000,"51,2",2.0,"Berriat-Ampere, Grenoble (38000)",Appartement,Isère,38
159 000,"51,2",2.0,"Berriat-Ampere, Grenoble (38000)",Appartement,Isère,38
159 000,"85,2",4.0,Grenoble (38100),Appartement,Isère,38
159 000,"85,2",4.0,Grenoble (38100),Appartement,Isère,38
155 000,86,4.0,Grenoble (38100),Appartement,Isère,38
155 000,86,4.0,Grenoble (38100),Appartement,Isère,38
155 000,86,4.0,Grenoble (38100),Appartement,Isère,38
155 000,86,4.0,Grenoble (38100),Appartement,Isère,38
149 000,"93,3",3.0,Grenoble (38100),Appartement,Isère,38
149 000,"93,3",3.0,Grenoble (38100),Appartement,Isère,38
149 000,"93,3",3.0,Grenoble (38100),Appartement,Isère,38
149 000,"93,3",3.0,Grenoble (38100),Appartement,Isère,38
135 000,52,2.0,Grenoble (38000),Appartement,Isère,38
135 000,52,2.0,Grenoble (38000),Appartement,Isère,38
135 000,52,2.0,Grenoble (38000),Appartement,Isère,38
135 000,52,2.0,Grenoble (38000),Appartement,Isère,38
100 000,55,2.0,Grenoble (38100),Appartement,Isère,38
100 000,55,2.0,Grenoble (38100),Appartement,Isère,38
100 000,55,2.0,Grenoble (38100),Appartement,Isère,38
100 000,55,2.0,Grenoble (38100),Appartement,Isère,38
Bouquet 80 000,"77,5",3.0,"Colline des Pères-Tardy, Saint-Étienne (42100)",Appartement,Loire,42
Bouquet 80 000,"77,5",3.0,"Colline des Pères-Tardy, Saint-Étienne (42100)",Appartement,Loire,42
Bouquet 51 000,144,5.0,"Crêt de Roc, St Etienne (42000)",Appartement,Loire,42
Bouquet 51 000,144,5.0,"Crêt de Roc, St Etienne (42000)",Appartement,Loire,42
98 000,99,4.0,"Colline des Pères-Tardy, Saint-Étienne (42000)",Appartement,Loire,42
98 000,99,4.0,"Colline des Pères-Tardy, Saint-Étienne (42000)",Appartement,Loire,42
81 000,80,3.0,"Beaulieu – Montchovet-Marandinière, Saint-Étienne (42000)",Appartement,Loire,42
81 000,80,3.0,"Beaulieu – Montchovet-Marandinière, Saint-Étienne (42000)",Appartement,Loire,42
72 000,"71,5",3.0,"Beaulieu – Montchovet-Marandinière, Saint-Étienne (42100)",Appartement,Loire,42
72 000,"71,5",3.0,"Beaulieu – Montchovet-Marandinière, Saint-Étienne (42100)",Appartement,Loire,42
69 000,56,2.0,"Le Bernay-Valfuret-La Rivière, Saint-Étienne (42100)",Appartement,Loire,42
69 000,56,2.0,"Le Bernay-Valfuret-La Rivière, Saint-Étienne (42100)",Appartement,Loire,42
67 500,"48,5",4.0,"Côte Chaude-Montaud, Saint-Étienne (42000)",Appartement,Loire,42
67 500,"48,5",4.0,"Côte Chaude-Montaud, Saint-Étienne (42000)",Appartement,Loire,42
67 000,31,2.0,"Crêt de Roc, Saint-Étienne (42000)",Appartement,Loire,42
67 000,31,2.0,"Crêt de Roc, Saint-Étienne (42000)",Appartement,Loire,42
60 000,57,4.0,"Bizillon-Centre Deux, Saint-Étienne (42100)",Appartement,Loire,42
59 000,"48,6",3.0,"Méons-Le Soleil, Saint-Étienne (42000)",Appartement,Loire,42
59 000,"48,6",3.0,"Méons-Le Soleil, Saint-Étienne (42000)",Appartement,Loire,42
565 000,797  de terrain,8.0,"Bergson-La Terrasse, Saint-Étienne (42000)",Maison,Loire,42
565 000,797  de terrain,8.0,"Bergson-La Terrasse, Saint-Étienne (42000)",Maison,Loire,42
54 000,50,2.0,"Crêt de Roc, Saint-Étienne (42000)",Appartement,Loire,42
54 000,50,2.0,"Crêt de Roc, Saint-Étienne (42000)",Appartement,Loire,42
520 000,214,6.0,"Hyper Centre-Vieille Ville, Saint-Étienne (42000)",Appartement,Loire,42
520 000,214,6.0,"Hyper Centre-Vieille Ville, Saint-Étienne (42000)",Appartement,Loire,42
264 000,"105,8",5.0,"Méons-Le Soleil, Saint-Etienne (42000)",Appartement,Loire,42
264 000,"105,8",5.0,"Méons-Le Soleil, Saint-Etienne (42000)",Appartement,Loire,42
247 000,105,,"Peripherie, Saint-Genest-Lerpt (42530)",Terrain,Loire,42
239 000,129,5.0,"Hyper Centre-Vieille Ville, Saint-Étienne (42000)",Appartement,Loire,42
239 000,129,5.0,"Hyper Centre-Vieille Ville, Saint-Étienne (42000)",Appartement,Loire,42
215 000,"134,8",5.0,"Côte Chaude-Montaud, Saint-Étienne (42000)",Duplex,Loire,42
215 000,"134,8",5.0,"Côte Chaude-Montaud, Saint-Étienne (42000)",Duplex,Loire,42
200 000,204,6.0,"Saint Jacques-Chavanelle, Saint-Étienne (42000)",Appartement,Loire,42
200 000,204,6.0,"Saint Jacques-Chavanelle, Saint-Étienne (42000)",Appartement,Loire,42
190 000,"235,5",7.0,"Hyper Centre-Vieille Ville, Saint-Étienne (42000)",Appartement,Loire,42
190 000,"235,5",7.0,"Hyper Centre-Vieille Ville, Saint-Étienne (42000)",Appartement,Loire,42
185 000,185,7.0,Saint-Étienne (42100),Appartement,Loire,42
185 000,185,7.0,Saint-Étienne (42100),Appartement,Loire,42
177 000,"64,8",4.0,"Méons-Le Soleil, Saint-Etienne (42000)",Appartement,Loire,42
177 000,"64,8",4.0,"Méons-Le Soleil, Saint-Etienne (42000)",Appartement,Loire,42
167 000,"65,4",3.0,"Méons-Le Soleil, Saint-Etienne (42000)",Appartement,Loire,42
167 000,"65,4",3.0,"Méons-Le Soleil, Saint-Etienne (42000)",Appartement,Loire,42
163 000,128,6.0,"Côte Chaude-Montaud, Saint-Étienne (42000)",Appartement,Loire,42
163 000,128,6.0,"Côte Chaude-Montaud, Saint-Étienne (42000)",Appartement,Loire,42
149 000,"109,5",4.0,"Tarentaize-Beaubrun-Severine, Saint-Étienne (42000)",Maison,Loire,42
149 000,"109,5",4.0,"Tarentaize-Beaubrun-Severine, Saint-Étienne (42000)",Maison,Loire,42
129 500,"65,2",3.0,"Monthieu-Saint François, Saint-Étienne (42100)",Appartement,Loire,42
129 500,"65,2",3.0,"Monthieu-Saint François, Saint-Étienne (42100)",Appartement,Loire,42
114 000,"46,7",2.0,"Méons-Le Soleil, Saint-Etienne (42000)",Appartement,Loire,42
114 000,"46,7",2.0,"Méons-Le Soleil, Saint-Etienne (42000)",Appartement,Loire,42
110 000,"100,4",5.0,"Tarentaize-Beaubrun-Severine, Saint-Étienne (42000)",Duplex,Loire,42
110 000,"100,4",5.0,"Tarentaize-Beaubrun-Severine, Saint-Étienne (42000)",Duplex,Loire,42
569 000,86,4.0,"Rond-Point de Vannes, Nantes (44000)",Appartement,Loire-Atlantique,44
569 000,86,4.0,"Rond-Point de Vannes, Nantes (44000)",Appartement,Loire-Atlantique,44
549 000,86,4.0,"Procé - Monselet, Nantes (44000)",Appartement,Loire-Atlantique,44
549 000,86,4.0,"Procé - Monselet, Nantes (44000)",Appartement,Loire-Atlantique,44
549 000,"155,2",3.0,"Centre Ville, Nantes (44000)",Appartement,Loire-Atlantique,44
549 000,"155,2",3.0,"Centre Ville, Nantes (44000)",Appartement,Loire-Atlantique,44
498 000,132,4.0,"Centre Ville, Nantes (44000)",Appartement,Loire-Atlantique,44
498 000,132,4.0,"Centre Ville, Nantes (44000)",Appartement,Loire-Atlantique,44
430 000,67,3.0,"Saint-Clément - Chalâtres, Nantes (44000)",Appartement,Loire-Atlantique,44
430 000,67,3.0,"Saint-Clément - Chalâtres, Nantes (44000)",Appartement,Loire-Atlantique,44
399 000,64,3.0,"Procé - Monselet, Nantes (44000)",Appartement,Loire-Atlantique,44
399 000,64,3.0,"Procé - Monselet, Nantes (44000)",Appartement,Loire-Atlantique,44
349 000,107,5.0,"Saint-Clément - Chalâtres, Nantes (44000)",Appartement,Loire-Atlantique,44
349 000,107,5.0,"Saint-Clément - Chalâtres, Nantes (44000)",Appartement,Loire-Atlantique,44
325 000,89,4.0,"Saint-Clément - Chalâtres, Nantes (44000)",Appartement,Loire-Atlantique,44
325 000,89,4.0,"Saint-Clément - Chalâtres, Nantes (44000)",Appartement,Loire-Atlantique,44
300 900,"80,1",4.0,"Nantes Erdre, Nantes (44300)",Appartement,Loire-Atlantique,44
265 000,80,3.0,"Sainte-Thérèse Beauséjour, Nantes (44300)",Appartement,Loire-Atlantique,44
265 000,80,3.0,"Sainte-Thérèse Beauséjour, Nantes (44300)",Appartement,Loire-Atlantique,44
264 500,75,4.0,"Île de Nantes, Nantes (44200)",Appartement,Loire-Atlantique,44
264 500,75,4.0,"Île de Nantes, Nantes (44200)",Appartement,Loire-Atlantique,44
255 000,43,2.0,"Saint-Clément - Chalâtres, Nantes (44000)",Appartement,Loire-Atlantique,44
255 000,43,2.0,"Saint-Clément - Chalâtres, Nantes (44000)",Appartement,Loire-Atlantique,44
240 000,62,3.0,"Tortière - Donatien, Nantes (44000)",Appartement,Loire-Atlantique,44
240 000,62,3.0,"Tortière - Donatien, Nantes (44000)",Appartement,Loire-Atlantique,44
239 000,66,3.0,"Rond-Point de Vannes, Nantes (44000)",Appartement,Loire-Atlantique,44
239 000,66,3.0,"Rond-Point de Vannes, Nantes (44000)",Appartement,Loire-Atlantique,44
235 000,34,1.0,Nantes (44000),Appartement,Loire-Atlantique,44
235 000,34,1.0,Nantes (44000),Appartement,Loire-Atlantique,44
1 399 000,138,5.0,"Procé - Monselet, Nantes (44000)",Appartement,Loire-Atlantique,44
1 399 000,138,5.0,"Procé - Monselet, Nantes (44000)",Appartement,Loire-Atlantique,44
195 810,61,3.0,"Île de Nantes, Nantes (44200)",Appartement,Loire-Atlantique,44
195 810,61,3.0,"Île de Nantes, Nantes (44200)",Appartement,Loire-Atlantique,44
189 000,50,3.0,"Dalby, Nantes (44000)",Appartement,Loire-Atlantique,44
189 000,50,3.0,"Dalby, Nantes (44000)",Appartement,Loire-Atlantique,44
189 000,68,3.0,"Île de Nantes, Nantes (44200)",Appartement,Loire-Atlantique,44
189 000,68,3.0,"Île de Nantes, Nantes (44200)",Appartement,Loire-Atlantique,44
181 700,"36,7",2.0,"Nantes Erdre, Nantes (44300)",Appartement,Loire-Atlantique,44
180 000,26,2.0,"Procé - Monselet, Nantes (44000)",Appartement,Loire-Atlantique,44
180 000,26,2.0,"Procé - Monselet, Nantes (44000)",Appartement,Loire-Atlantique,44
164 000,40,2.0,"Saint-Jacques, Nantes (44200)",Appartement,Loire-Atlantique,44
164 000,40,2.0,"Saint-Jacques, Nantes (44200)",Appartement,Loire-Atlantique,44
144 000,19,1.0,"Procé - Monselet, Nantes (44000)",Appartement,Loire-Atlantique,44
144 000,19,1.0,"Procé - Monselet, Nantes (44000)",Appartement,Loire-Atlantique,44
144 000,49,2.0,"Saint-Jacques, Nantes (44200)",Appartement,Loire-Atlantique,44
144 000,49,2.0,"Saint-Jacques, Nantes (44200)",Appartement,Loire-Atlantique,44
142 000,18,1.0,"Procé - Monselet, Nantes (44000)",Appartement,Loire-Atlantique,44
142 000,18,1.0,"Procé - Monselet, Nantes (44000)",Appartement,Loire-Atlantique,44
139 500,89,4.0,"Chantenay - Sainte-Anne, Nantes (44100)",Appartement,Loire-Atlantique,44
139 500,89,4.0,"Chantenay - Sainte-Anne, Nantes (44100)",Appartement,Loire-Atlantique,44
100 000,29,1.0,"Tortière - Donatien, Nantes (44300)",Appartement,Loire-Atlantique,44
100 000,29,1.0,"Tortière - Donatien, Nantes (44300)",Appartement,Loire-Atlantique,44
897 500,295  de terrain,10.0,Angers (49100),Maison,Maine-et-Loire,49
897 500,295  de terrain,10.0,Angers (49100),Maison,Maine-et-Loire,49
675 000,75,3.0,"Centre, Angers (49000)",Appartement,Maine-et-Loire,49
675 000,75,3.0,"Centre, Angers (49000)",Appartement,Maine-et-Loire,49
474 000,115,5.0,"Centre, Angers (49000)",Maison,Maine-et-Loire,49
474 000,115,5.0,"Centre, Angers (49000)",Maison,Maine-et-Loire,49
447 000,108,5.0,"Madeleine-Saint Léonard-Justices, Angers (49000)",Appartement,Maine-et-Loire,49
447 000,108,5.0,"Madeleine-Saint Léonard-Justices, Angers (49000)",Appartement,Maine-et-Loire,49
428 000,95,4.0,"Centre, Angers (49000)",Maison,Maine-et-Loire,49
428 000,95,4.0,"Centre, Angers (49000)",Maison,Maine-et-Loire,49
370 000,88,4.0,"Grand Pigeon-Deux Croix-Banchais, Angers (49100)",Appartement,Maine-et-Loire,49
370 000,88,4.0,"Grand Pigeon-Deux Croix-Banchais, Angers (49100)",Appartement,Maine-et-Loire,49
310 000,58,3.0,"Belle Beille, Angers (49000)",Appartement,Maine-et-Loire,49
310 000,58,3.0,"Belle Beille, Angers (49000)",Appartement,Maine-et-Loire,49
309 000,"65,7",3.0,"Centre, Angers (49000)",Appartement,Maine-et-Loire,49
309 000,"65,7",3.0,"Centre, Angers (49000)",Appartement,Maine-et-Loire,49
289 000,81,4.0,"Hauts de Saint Aubin, Angers (49100)",Appartement,Maine-et-Loire,49
289 000,81,4.0,"Hauts de Saint Aubin, Angers (49100)",Appartement,Maine-et-Loire,49
265 000,65,3.0,"Grand Pigeon-Deux Croix-Banchais, Angers (49100)",Appartement,Maine-et-Loire,49
265 000,65,3.0,"Grand Pigeon-Deux Croix-Banchais, Angers (49100)",Appartement,Maine-et-Loire,49
262 000,"57,9",3.0,"Madeleine-Saint Léonard-Justices, Angers (49000)",Appartement,Maine-et-Loire,49
262 000,"57,9",3.0,"Madeleine-Saint Léonard-Justices, Angers (49000)",Appartement,Maine-et-Loire,49
261 800,84,4.0,"Saint Serge-Ney-Chalouère, Angers (49100)",Appartement,Maine-et-Loire,49
240 000,"53,7",3.0,"Madeleine-Saint Léonard-Justices, Angers (49000)",Appartement,Maine-et-Loire,49
240 000,"53,7",3.0,"Madeleine-Saint Léonard-Justices, Angers (49000)",Appartement,Maine-et-Loire,49
225 000,40,2.0,"Belle Beille, Angers (49000)",Appartement,Maine-et-Loire,49
225 000,40,2.0,"Belle Beille, Angers (49000)",Appartement,Maine-et-Loire,49
224 000,"45,2",2.0,"Centre, Angers (49000)",Appartement,Maine-et-Loire,49
224 000,"45,2",2.0,"Centre, Angers (49000)",Appartement,Maine-et-Loire,49
215 000,"61,6",3.0,"Hauts de Saint Aubin, Angers (49100)",Appartement,Maine-et-Loire,49
215 000,"61,6",3.0,"Hauts de Saint Aubin, Angers (49100)",Appartement,Maine-et-Loire,49
212 000,91,4.0,"Lac de Maine-Molière, Angers (49000)",Duplex,Maine-et-Loire,49
212 000,91,4.0,"Lac de Maine-Molière, Angers (49000)",Duplex,Maine-et-Loire,49
210 114,"33,9",2.0,"Hauts de Saint Aubin, Angers (49100)",Appartement,Maine-et-Loire,49
210 114,"33,9",2.0,"Hauts de Saint Aubin, Angers (49100)",Appartement,Maine-et-Loire,49
210 100,"58,6",3.0,"Centre Ville, Avrille (49240)",Appartement,Maine-et-Loire,49
1 368 000,1 434  de terrain,12.0,"Centre, Angers (49000)",Maison,Maine-et-Loire,49
1 368 000,1 434  de terrain,12.0,"Centre, Angers (49000)",Maison,Maine-et-Loire,49
186 292,"43,9",2.0,"Hauts de Saint Aubin, Angers (49100)",Appartement,Maine-et-Loire,49
186 292,"43,9",2.0,"Hauts de Saint Aubin, Angers (49100)",Appartement,Maine-et-Loire,49
184 000,"34,9",2.0,"Madeleine-Saint Léonard-Justices, Angers (49000)",Appartement,Maine-et-Loire,49
184 000,"34,9",2.0,"Madeleine-Saint Léonard-Justices, Angers (49000)",Appartement,Maine-et-Loire,49
181 108,"43,9",2.0,"Madeleine-Saint Léonard-Justices, Angers (49000)",Appartement,Maine-et-Loire,49
181 108,"43,9",2.0,"Madeleine-Saint Léonard-Justices, Angers (49000)",Appartement,Maine-et-Loire,49
169 000,"30,7",1.0,"Madeleine-Saint Léonard-Justices, Angers (49000)",Appartement,Maine-et-Loire,49
169 000,"30,7",1.0,"Madeleine-Saint Léonard-Justices, Angers (49000)",Appartement,Maine-et-Loire,49
163 000,30,1.0,"Belle Beille, Angers (49000)",Appartement,Maine-et-Loire,49
163 000,30,1.0,"Belle Beille, Angers (49000)",Appartement,Maine-et-Loire,49
158 000,31,1.0,"Grand Pigeon-Deux Croix-Banchais, Angers (49100)",Appartement,Maine-et-Loire,49
158 000,31,1.0,"Grand Pigeon-Deux Croix-Banchais, Angers (49100)",Appartement,Maine-et-Loire,49
130 712,"22,1",1.0,"Hauts de Saint Aubin, Angers (49100)",Appartement,Maine-et-Loire,49
130 712,"22,1",1.0,"Hauts de Saint Aubin, Angers (49100)",Appartement,Maine-et-Loire,49
990 000,"162,8",5.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
990 000,"162,8",5.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
520 000,110,3.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
520 000,110,3.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
500 000,109,4.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
500 000,109,4.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
440 000,"121,6",5.0,"Clairmarais-Charles Arnould, Reims (51100)",Appartement,Marne,51
440 000,"121,6",5.0,"Clairmarais-Charles Arnould, Reims (51100)",Appartement,Marne,51
369 900,"83,5",4.0,"Cernay Jamin-Jean Jaurès-Epinettes, Reims (51100)",Appartement,Marne,51
369 900,"83,5",4.0,"Cernay Jamin-Jean Jaurès-Epinettes, Reims (51100)",Appartement,Marne,51
350 000,"67,6",3.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
350 000,"67,6",3.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
349 000,99,3.0,"Maison Blanche-Wilson, Reims (51100)",Duplex,Marne,51
349 000,99,3.0,"Maison Blanche-Wilson, Reims (51100)",Duplex,Marne,51
348 000,"80,6",4.0,"Clairmarais-Charles Arnould, Reims (51100)",Appartement,Marne,51
348 000,"80,6",4.0,"Clairmarais-Charles Arnould, Reims (51100)",Appartement,Marne,51
322 000,"56,1",2.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
322 000,"56,1",2.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
312 000,79,4.0,"Clairmarais-Charles Arnould, Reims (51100)",Duplex,Marne,51
312 000,79,4.0,"Clairmarais-Charles Arnould, Reims (51100)",Duplex,Marne,51
259 900,66,3.0,"Cernay Jamin-Jean Jaurès-Epinettes, Reims (51100)",Appartement,Marne,51
259 900,66,3.0,"Cernay Jamin-Jean Jaurès-Epinettes, Reims (51100)",Appartement,Marne,51
254 000,"66,6",3.0,"Clairmarais-Charles Arnould, Reims (51100)",Duplex,Marne,51
254 000,"66,6",3.0,"Clairmarais-Charles Arnould, Reims (51100)",Duplex,Marne,51
250 000,"49,7",2.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
250 000,"49,7",2.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
248 900,500  de terrain,5.0,Berméricourt (51220),Terrain,Marne,51
245 000,"49,7",2.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
245 000,"49,7",2.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
244 500,102,5.0,Reims (51100),Appartement,Marne,51
244 500,102,5.0,Reims (51100),Appartement,Marne,51
239 000,380  de terrain,5.0,Courcy (51220),Terrain,Marne,51
235 400,"86,3",4.0,"Chemin Vert-Europe, Reims (51100)",Appartement,Marne,51
235 400,"86,3",4.0,"Chemin Vert-Europe, Reims (51100)",Appartement,Marne,51
220 000,"60,1",3.0,"Clairmarais-Charles Arnould, Reims (51100)",Appartement,Marne,51
220 000,"60,1",3.0,"Clairmarais-Charles Arnould, Reims (51100)",Appartement,Marne,51
192 000,44,2.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
192 000,44,2.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
176 000,"41,5",2.0,"Clairmarais-Charles Arnould, Reims (51100)",Appartement,Marne,51
176 000,"41,5",2.0,"Clairmarais-Charles Arnould, Reims (51100)",Appartement,Marne,51
174 900,39,2.0,"Cernay Jamin-Jean Jaurès-Epinettes, Reims (51100)",Appartement,Marne,51
174 900,39,2.0,"Cernay Jamin-Jean Jaurès-Epinettes, Reims (51100)",Appartement,Marne,51
172 000,57,2.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
172 000,57,2.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
158 400,40,2.0,"Maison Blanche-Wilson, Reims (51100)",Appartement,Marne,51
158 400,40,2.0,"Maison Blanche-Wilson, Reims (51100)",Appartement,Marne,51
149 900,"26,7",1.0,"Cernay Jamin-Jean Jaurès-Epinettes, Reims (51100)",Appartement,Marne,51
149 900,"26,7",1.0,"Cernay Jamin-Jean Jaurès-Epinettes, Reims (51100)",Appartement,Marne,51
145 000,"24,3",1.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
145 000,"24,3",1.0,"Centre Ville, Reims (51100)",Appartement,Marne,51
102 600,"27,4",1.0,"Barbâtre-Saint Remy-Verrerie, Reims (51100)",Appartement,Marne,51
102 600,"27,4",1.0,"Barbâtre-Saint Remy-Verrerie, Reims (51100)",Appartement,Marne,51
99 000,51,2.0,"Lille Sud, Lille (59000)",Appartement,Nord,59
99 000,51,2.0,"Lille Sud, Lille (59000)",Appartement,Nord,59
760 000,85  de terrain,8.0,Lille (59800),Maison,Nord,59
760 000,85  de terrain,8.0,Lille (59800),Maison,Nord,59
715 000,85,4.0,Lille (59000),Appartement,Nord,59
715 000,85,4.0,Lille (59000),Appartement,Nord,59
689 000,"107,9",4.0,"Centre, Lille (59000)",Duplex,Nord,59
689 000,"107,9",4.0,"Centre, Lille (59000)",Duplex,Nord,59
640 000,"94,2",5.0,"Saint Maurice-Pellevoisin, Lille (59777)",Appartement,Nord,59
640 000,"94,2",5.0,"Saint Maurice-Pellevoisin, Lille (59777)",Appartement,Nord,59
598 000,217,6.0,Lille (59000),Maison,Nord,59
598 000,217,6.0,Lille (59000),Maison,Nord,59
568 200,"82,8",3.0,"Centre, Lille (59000)",Duplex,Nord,59
568 200,"82,8",3.0,"Centre, Lille (59000)",Duplex,Nord,59
540 000,111,4.0,Lille (59800),Duplex,Nord,59
540 000,111,4.0,Lille (59800),Duplex,Nord,59
430 500,77,3.0,Lille (59000),Appartement,Nord,59
430 500,77,3.0,Lille (59000),Appartement,Nord,59
395 000,90,5.0,"Lille Sud, Lille (59000)",Appartement,Nord,59
395 000,90,5.0,"Lille Sud, Lille (59000)",Appartement,Nord,59
366 000,70,3.0,Lille (59800),Appartement,Nord,59
366 000,70,3.0,Lille (59800),Appartement,Nord,59
360 000,75,4.0,"Lille Sud, Lille (59000)",Appartement,Nord,59
360 000,75,4.0,"Lille Sud, Lille (59000)",Appartement,Nord,59
348 000,102,4.0,"Wazemmes, Lille (59000)",Appartement,Nord,59
348 000,102,4.0,"Wazemmes, Lille (59000)",Appartement,Nord,59
290 000,"45,3",2.0,"Saint Maurice-Pellevoisin, Lille (59777)",Appartement,Nord,59
290 000,"45,3",2.0,"Saint Maurice-Pellevoisin, Lille (59777)",Appartement,Nord,59
280 500,60,3.0,"Lille Sud, Lille (59000)",Appartement,Nord,59
280 500,60,3.0,"Lille Sud, Lille (59000)",Appartement,Nord,59
280 500,75,3.0,"Lille Sud, Lille (59000)",Appartement,Nord,59
280 500,75,3.0,"Lille Sud, Lille (59000)",Appartement,Nord,59
262 500,98,3.0,Lille (59800),Appartement,Nord,59
262 500,98,3.0,Lille (59800),Appartement,Nord,59
243 000,96,5.0,"Centre, Lille (59000)",Appartement,Nord,59
