prix,surface,pieces,adresse,type_bien,departement_nom,departement_code
499 000,60,3.0,"Les Chalets-Saint Aubin-Saint Etienne, Toulouse (31000)",Appartement,Haute-Garonne,31
499 000,60,3.0,"Les Chalets-Saint Aubin-Saint Etienne, Toulouse (31000)",Appartement,Haute-Garonne,31
499 000,60,3.0,"Les Chalets-Saint Aubin-Saint Etienne, Toulouse (31000)",Appartement,Haute-Garonne,31
489 000,108,4.0,Toulouse (31000),Appartement,Haute-Garonne,31
489 000,108,4.0,Toulouse (31000),Appartement,Haute-Garonne,31
419 000,110,3.0,"Capitole, Toulouse (31000)",Duplex,Haute-Garonne,31
419 000,110,3.0,"Capitole, Toulouse (31000)",Duplex,Haute-Garonne,31
419 000,110,3.0,"Capitole, Toulouse (31000)",Duplex,Haute-Garonne,31
419 000,110,3.0,"Capitole, Toulouse (31000)",Duplex,Haute-Garonne,31
400 500,"102,9",5.0,"Purpan-Saint Martin du Touch, Toulouse (31300)",Appartement,Haute-Garonne,31
380 000,105,4.0,Toulouse (31000),Appartement,Haute-Garonne,31
380 000,105,4.0,Toulouse (31000),Appartement,Haute-Garonne,31
369 900,"88,9",4.0,"Pont des Demoiselles-Montaudran-La Terrasse, Toulouse (31400)",Appartement,Haute-Garonne,31
339 000,78,4.0,Toulouse (31000),Appartement,Haute-Garonne,31
339 000,78,4.0,Toulouse (31000),Appartement,Haute-Garonne,31
339 000,78,4.0,Toulouse (31000),Appartement,Haute-Garonne,31
339 000,78,4.0,Toulouse (31000),Appartement,Haute-Garonne,31
314 000,61,2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
314 000,61,2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
314 000,61,2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
314 000,61,2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
299 000,"55,4",2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
299 000,"55,4",2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
299 000,"55,4",2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
299 000,"55,4",2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
250 000,53,2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
250 000,53,2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
250 000,53,2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
250 000,53,2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
239 000,56,3.0,Toulouse (31000),Appartement,Haute-Garonne,31
239 000,56,3.0,Toulouse (31000),Appartement,Haute-Garonne,31
239 000,56,3.0,Toulouse (31000),Appartement,Haute-Garonne,31
239 000,56,3.0,Toulouse (31000),Appartement,Haute-Garonne,31
233 000,36,2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
233 000,36,2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
233 000,36,2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
233 000,36,2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
230 000,"52,2",2.0,"Les Chalets-Saint Aubin-Saint Etienne, Toulouse (31000)",Appartement,Haute-Garonne,31
230 000,"52,2",2.0,"Les Chalets-Saint Aubin-Saint Etienne, Toulouse (31000)",Appartement,Haute-Garonne,31
1 960 000,75 000  de terrain,20.0,Toulouse (31000),Château,Haute-Garonne,31
1 960 000,75 000  de terrain,20.0,Toulouse (31000),Château,Haute-Garonne,31
1 960 000,75 000  de terrain,20.0,Toulouse (31000),Château,Haute-Garonne,31
1 960 000,75 000  de terrain,20.0,Toulouse (31000),Château,Haute-Garonne,31
1 840 000,145,5.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
1 840 000,145,5.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
1 840 000,145,5.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
1 840 000,145,5.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
1 700 000,"229,6",5.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
1 700 000,"229,6",5.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
1 700 000,"229,6",5.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
1 700 000,"229,6",5.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
169 000,35,2.0,Toulouse (31000),Appartement,Haute-Garonne,31
169 000,35,2.0,Toulouse (31000),Appartement,Haute-Garonne,31
169 000,35,2.0,Toulouse (31000),Appartement,Haute-Garonne,31
169 000,35,2.0,Toulouse (31000),Appartement,Haute-Garonne,31
168 500,20,1.0,Toulouse (31000),Appartement,Haute-Garonne,31
168 500,20,1.0,Toulouse (31000),Appartement,Haute-Garonne,31
168 500,20,1.0,Toulouse (31000),Appartement,Haute-Garonne,31
168 500,20,1.0,Toulouse (31000),Appartement,Haute-Garonne,31
166 000,23,2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
166 000,23,2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
166 000,23,2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
166 000,23,2.0,"Capitole, Toulouse (31000)",Appartement,Haute-Garonne,31
160 000,40,2.0,Toulouse (31400),Appartement,Haute-Garonne,31
160 000,40,2.0,Toulouse (31400),Appartement,Haute-Garonne,31
155 000,66,3.0,"Croix Daurade-Borderouge-Paleficat-Trois Cocus , Toulouse (31200)",Appartement,Haute-Garonne,31
153 500,23,1.0,Toulouse (31000),Appartement,Haute-Garonne,31
153 500,23,1.0,Toulouse (31000),Appartement,Haute-Garonne,31
145 600,22,2.0,Toulouse (31200),Appartement,Haute-Garonne,31
145 600,22,2.0,Toulouse (31200),Appartement,Haute-Garonne,31
145 600,22,2.0,Toulouse (31200),Appartement,Haute-Garonne,31
145 600,22,2.0,Toulouse (31200),Appartement,Haute-Garonne,31
109 000,16,1.0,"Les Chalets-Saint Aubin-Saint Etienne, Toulouse (31000)",Appartement,Haute-Garonne,31
109 000,16,1.0,"Les Chalets-Saint Aubin-Saint Etienne, Toulouse (31000)",Appartement,Haute-Garonne,31
109 000,16,1.0,"Les Chalets-Saint Aubin-Saint Etienne, Toulouse (31000)",Appartement,Haute-Garonne,31
109 000,16,1.0,"Les Chalets-Saint Aubin-Saint Etienne, Toulouse (31000)",Appartement,Haute-Garonne,31
990 000,140  de terrain,9.0,"Capucins-Saint Michel-Nansouty-Saint Genès, Bordeaux (33000)",Maison,Gironde,33
990 000,140  de terrain,9.0,"Capucins-Saint Michel-Nansouty-Saint Genès, Bordeaux (33000)",Maison,Gironde,33
790 000,92,3.0,"Saint Bruno-Saint Augustin, Bordeaux (33000)",Appartement,Gironde,33
790 000,92,3.0,"Saint Bruno-Saint Augustin, Bordeaux (33000)",Appartement,Gironde,33
720 000,135,5.0,Bordeaux (33200),Maison,Gironde,33
720 000,135,5.0,Bordeaux (33200),Maison,Gironde,33
650 000,132,6.0,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",Appartement,Gironde,33
650 000,132,6.0,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",Appartement,Gironde,33
575 000,166  de terrain,4.0,"Saint Bruno-Saint Augustin, Bordeaux (33000)",Maison,Gironde,33
575 000,166  de terrain,4.0,"Saint Bruno-Saint Augustin, Bordeaux (33000)",Maison,Gironde,33
499 900,71,3.0,"Grand Parc-Chartrons-Paul Doumer, Bordeaux (33000)",Appartement,Gironde,33
499 900,71,3.0,"Grand Parc-Chartrons-Paul Doumer, Bordeaux (33000)",Appartement,Gironde,33
495 000,84,4.0,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",Appartement,Gironde,33
495 000,84,4.0,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",Appartement,Gironde,33
483 000,89,5.0,Bordeaux (33000),Appartement,Gironde,33
483 000,89,5.0,Bordeaux (33000),Appartement,Gironde,33
449 000,106,4.0,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",Appartement,Gironde,33
449 000,106,4.0,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",Appartement,Gironde,33
429 500,47  de terrain,4.0,Bordeaux (33000),Maison,Gironde,33
429 500,47  de terrain,4.0,Bordeaux (33000),Maison,Gironde,33
380 000,76,4.0,"Saint Bruno-Saint Augustin, Bordeaux (33000)",Appartement,Gironde,33
380 000,76,4.0,"Saint Bruno-Saint Augustin, Bordeaux (33000)",Appartement,Gironde,33
323 533,83,4.0,Bordeaux (33800),Appartement,Gironde,33
323 533,83,4.0,Bordeaux (33800),Appartement,Gironde,33
322 000,87,3.0,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",Appartement,Gironde,33
322 000,87,3.0,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",Appartement,Gironde,33
319 000,67,3.0,"Saint Bruno-Saint Augustin, Bordeaux (33000)",Appartement,Gironde,33
319 000,67,3.0,"Saint Bruno-Saint Augustin, Bordeaux (33000)",Appartement,Gironde,33
269 900,50,2.0,"Capucins-Saint Michel-Nansouty-Saint Genès, Bordeaux (33000)",Appartement,Gironde,33
269 900,50,2.0,"Capucins-Saint Michel-Nansouty-Saint Genès, Bordeaux (33000)",Appartement,Gironde,33
268 000,38,2.0,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",Appartement,Gironde,33
268 000,38,2.0,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",Appartement,Gironde,33
265 000,50,2.0,"La Bastide, Bordeaux (33100)",Appartement,Gironde,33
265 000,50,2.0,"La Bastide, Bordeaux (33100)",Appartement,Gironde,33
262 800,42,2.0,"Le Lac-Bacalan, Bordeaux (33300)",Appartement,Gironde,33
262 800,42,2.0,"Le Lac-Bacalan, Bordeaux (33300)",Appartement,Gironde,33
258 123,67,3.0,Bordeaux (33800),Appartement,Gironde,33
258 123,67,3.0,Bordeaux (33800),Appartement,Gironde,33
217 900,48,2.0,"Caudéran-Barrière Judaïque, Bordeaux (33200)",Appartement,Gironde,33
217 900,48,2.0,"Caudéran-Barrière Judaïque, Bordeaux (33200)",Appartement,Gironde,33
217 418,51,2.0,Bordeaux (33800),Appartement,Gironde,33
217 418,51,2.0,Bordeaux (33800),Appartement,Gironde,33
202 000,26,1.0,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",Appartement,Gironde,33
202 000,26,1.0,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",Appartement,Gironde,33
200 000,34,2.0,"Grand Parc-Chartrons-Paul Doumer, Bordeaux (33000)",Appartement,Gironde,33
200 000,34,2.0,"Grand Parc-Chartrons-Paul Doumer, Bordeaux (33000)",Appartement,Gironde,33
1 365 000,216,5.0,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",Maison,Gironde,33
155 000,25,1.0,"Le Lac-Bacalan, Bordeaux (33300)",Appartement,Gironde,33
155 000,25,1.0,"Le Lac-Bacalan, Bordeaux (33300)",Appartement,Gironde,33
145 636,"18,9",1.0,"Brivazac, Pessac (33600)",Appartement,Gironde,33
140 000,25,1.0,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",Appartement,Gironde,33
140 000,25,1.0,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",Appartement,Gironde,33
120 589,"17,6",1.0,"Saint Jean-Belcier-Carle Vernet-Albert 1er, Bordeaux (33200)",Appartement,Gironde,33
850 000,"109,1",4.0,Montpellier (34000),Appartement,Hérault,34
850 000,"109,1",4.0,Montpellier (34000),Appartement,Hérault,34
665 000,97,4.0,"Aiguerelles, Montpellier (34000)",Appartement,Hérault,34
590 000,95,4.0,"Port Marianne, Montpellier (34000)",Appartement,Hérault,34
590 000,95,4.0,"Port Marianne, Montpellier (34000)",Appartement,Hérault,34
579 000,360  de terrain,5.0,Lansargues (34130),Maison,Hérault,34
575 000,63,3.0,"Comédie, Montpellier (34000)",Appartement,Hérault,34
575 000,63,3.0,"Comédie, Montpellier (34000)",Appartement,Hérault,34
475 000,85,4.0,"Aiguerelles, Montpellier (34000)",Appartement,Hérault,34
475 000,85,4.0,"Aiguerelles, Montpellier (34000)",Appartement,Hérault,34
460 000,"73,4",3.0,Montpellier (34000),Appartement,Hérault,34
460 000,"73,4",3.0,Montpellier (34000),Appartement,Hérault,34
435 800,"93,4",5.0,"Prés d'Arènes, Montpellier (34000)",Appartement,Hérault,34
435 800,"93,4",5.0,"Prés d'Arènes, Montpellier (34000)",Appartement,Hérault,34
395 000,47,2.0,"Comédie, Montpellier (34000)",Appartement,Hérault,34
395 000,47,2.0,"Comédie, Montpellier (34000)",Appartement,Hérault,34
340 000,"65,1",3.0,"Aiguerelles, Montpellier (34000)",Appartement,Hérault,34
340 000,"65,1",3.0,"Aiguerelles, Montpellier (34000)",Appartement,Hérault,34
339 000,62,3.0,"Aiguerelles, Montpellier (34000)",Appartement,Hérault,34
339 000,62,3.0,"Aiguerelles, Montpellier (34000)",Appartement,Hérault,34
325 000,58,3.0,"Port Marianne, Montpellier (34000)",Appartement,Hérault,34
325 000,58,3.0,"Port Marianne, Montpellier (34000)",Appartement,Hérault,34
322 000,63,3.0,"Port Marianne, Montpellier (34000)",Appartement,Hérault,34
322 000,63,3.0,"Port Marianne, Montpellier (34000)",Appartement,Hérault,34
295 000,62,3.0,"Comédie, Montpellier (34000)",Appartement,Hérault,34
295 000,62,3.0,"Comédie, Montpellier (34000)",Appartement,Hérault,34
290 000,48,2.0,Montpellier (34000),Appartement,Hérault,34
290 000,48,2.0,Montpellier (34000),Appartement,Hérault,34
290 000,32,1.0,"Comédie, Montpellier (34000)",Appartement,Hérault,34
290 000,32,1.0,"Comédie, Montpellier (34000)",Appartement,Hérault,34
267 000,"44,3",2.0,"Aiguerelles, Montpellier (34000)",Appartement,Hérault,34
267 000,"44,3",2.0,"Aiguerelles, Montpellier (34000)",Appartement,Hérault,34
258 000,88,4.0,"Pompignane, Montpellier (34000)",Appartement,Hérault,34
258 000,88,4.0,"Pompignane, Montpellier (34000)",Appartement,Hérault,34
250 000,"65,4",3.0,"Prés d'Arènes, Montpellier (34000)",Appartement,Hérault,34
250 000,"65,4",3.0,"Prés d'Arènes, Montpellier (34000)",Appartement,Hérault,34
245 000,"42,3",2.0,"Port Marianne, Montpellier (34000)",Appartement,Hérault,34
245 000,"42,3",2.0,"Port Marianne, Montpellier (34000)",Appartement,Hérault,34
239 000,45,2.0,"Pompignane, Montpellier (34000)",Appartement,Hérault,34
239 000,45,2.0,"Pompignane, Montpellier (34000)",Appartement,Hérault,34
237 289,60,3.0,"Aiguerelles, Montpellier (34000)",Appartement,Hérault,34
237 289,60,3.0,"Aiguerelles, Montpellier (34000)",Appartement,Hérault,34
236 000,40,2.0,"Aiguerelles, Montpellier (34000)",Appartement,Hérault,34
236 000,40,2.0,"Aiguerelles, Montpellier (34000)",Appartement,Hérault,34
231 000,"87,4",4.0,"Prés d'Arènes, Montpellier (34000)",Appartement,Hérault,34
231 000,"87,4",4.0,"Prés d'Arènes, Montpellier (34000)",Appartement,Hérault,34
227 704,"56,6",3.0,"Pompignane, Montpellier (34000)",Appartement,Hérault,34
227 704,"56,6",3.0,"Pompignane, Montpellier (34000)",Appartement,Hérault,34
199 000,"45,1",2.0,"Prés d'Arènes, Montpellier (34000)",Appartement,Hérault,34
199 000,"45,1",2.0,"Prés d'Arènes, Montpellier (34000)",Appartement,Hérault,34
174 954,43,2.0,"Pompignane, Montpellier (34000)",Appartement,Hérault,34
174 954,43,2.0,"Pompignane, Montpellier (34000)",Appartement,Hérault,34
140 000,"42,6",2.0,"Périphérie Ouest et Sud, Mauguio (34130)",Appartement,Hérault,34
785 000,86,4.0,"Centre, Rennes (35000)",Appartement,Ille-et-Vilaine,35
785 000,86,4.0,"Centre, Rennes (35000)",Appartement,Ille-et-Vilaine,35
762 850,199,8.0,"Nord Saint Martin, Rennes (35000)",Appartement,Ille-et-Vilaine,35
762 850,199,8.0,"Nord Saint Martin, Rennes (35000)",Appartement,Ille-et-Vilaine,35
649 900,"101,3",4.0,"Francisco-Vern-Poterie, Rennes (35000)",Appartement,Ille-et-Vilaine,35
649 900,"101,3",4.0,"Francisco-Vern-Poterie, Rennes (35000)",Appartement,Ille-et-Vilaine,35
643 500,"113,8",5.0,"Francisco-Vern-Poterie, Rennes (35000)",Appartement,Ille-et-Vilaine,35
643 500,"113,8",5.0,"Francisco-Vern-Poterie, Rennes (35000)",Appartement,Ille-et-Vilaine,35
627 000,"124,2",6.0,"Francisco-Vern-Poterie, Rennes (35000)",Maison,Ille-et-Vilaine,35
627 000,"124,2",6.0,"Francisco-Vern-Poterie, Rennes (35000)",Maison,Ille-et-Vilaine,35
599 645,144,7.0,"Centre, Rennes (35000)",Duplex,Ille-et-Vilaine,35
599 645,144,7.0,"Centre, Rennes (35000)",Duplex,Ille-et-Vilaine,35
589 900,"132,6",5.0,"Francisco-Vern-Poterie, Rennes (35000)",Appartement,Ille-et-Vilaine,35
589 900,"132,6",5.0,"Francisco-Vern-Poterie, Rennes (35000)",Appartement,Ille-et-Vilaine,35
576 000,"88,6",4.0,"Francisco-Vern-Poterie, Rennes (35000)",Appartement,Ille-et-Vilaine,35
576 000,"88,6",4.0,"Francisco-Vern-Poterie, Rennes (35000)",Appartement,Ille-et-Vilaine,35
498 000,121,5.0,"Centre, Rennes (35000)",Appartement,Ille-et-Vilaine,35
498 000,121,5.0,"Centre, Rennes (35000)",Appartement,Ille-et-Vilaine,35
425 000,"90,3",4.0,"Atalante Beaulieu, Rennes (35000)",Appartement,Ille-et-Vilaine,35
425 000,"90,3",4.0,"Atalante Beaulieu, Rennes (35000)",Appartement,Ille-et-Vilaine,35
420 000,60,3.0,"Centre, Rennes (35000)",Appartement,Ille-et-Vilaine,35
420 000,60,3.0,"Centre, Rennes (35000)",Appartement,Ille-et-Vilaine,35
419 000,"75,2",3.0,"Nord Saint Martin, Rennes (35000)",Appartement,Ille-et-Vilaine,35
419 000,"75,2",3.0,"Nord Saint Martin, Rennes (35000)",Appartement,Ille-et-Vilaine,35
360 000,"81,2",4.0,"Nord, Le Rheu (35650)",Appartement,Ille-et-Vilaine,35
350 000,"65,6",3.0,"Francisco-Vern-Poterie, Rennes (35000)",Appartement,Ille-et-Vilaine,35
350 000,"65,6",3.0,"Francisco-Vern-Poterie, Rennes (35000)",Appartement,Ille-et-Vilaine,35
349 000,61,3.0,"Francisco-Vern-Poterie, Rennes (35200)",Appartement,Ille-et-Vilaine,35
349 000,61,3.0,"Francisco-Vern-Poterie, Rennes (35200)",Appartement,Ille-et-Vilaine,35
327 000,"66,1",3.0,"Atalante Beaulieu, Rennes (35000)",Appartement,Ille-et-Vilaine,35
327 000,"66,1",3.0,"Atalante Beaulieu, Rennes (35000)",Appartement,Ille-et-Vilaine,35
318 000,37,2.0,"Centre, Rennes (35000)",Appartement,Ille-et-Vilaine,35
318 000,37,2.0,"Centre, Rennes (35000)",Appartement,Ille-et-Vilaine,35
294 000,"46,7",3.0,"Cleunay-Arsenal Redon, Rennes (35000)",Appartement,Ille-et-Vilaine,35
294 000,"46,7",3.0,"Cleunay-Arsenal Redon, Rennes (35000)",Appartement,Ille-et-Vilaine,35
253 500,44,2.0,"Francisco-Vern-Poterie, Rennes (35200)",Appartement,Ille-et-Vilaine,35
253 500,44,2.0,"Francisco-Vern-Poterie, Rennes (35200)",Appartement,Ille-et-Vilaine,35
235 000,"43,1",2.0,"Francisco-Vern-Poterie, Rennes (35000)",Appartement,Ille-et-Vilaine,35
235 000,"43,1",2.0,"Francisco-Vern-Poterie, Rennes (35000)",Appartement,Ille-et-Vilaine,35
233 900,81,4.0,"Villejean-Beauregard, Rennes (35000)",Appartement,Ille-et-Vilaine,35
233 900,81,4.0,"Villejean-Beauregard, Rennes (35000)",Appartement,Ille-et-Vilaine,35
233 000,"65,9",3.0,"Francisco-Vern-Poterie, Rennes (35000)",Appartement,Ille-et-Vilaine,35
233 000,"65,9",3.0,"Francisco-Vern-Poterie, Rennes (35000)",Appartement,Ille-et-Vilaine,35
203 000,"39,1",2.0,"Nord, Le Rheu (35650)",Appartement,Ille-et-Vilaine,35
189 000,"47,6",2.0,"Francisco-Vern-Poterie, Rennes (35000)",Appartement,Ille-et-Vilaine,35
189 000,"47,6",2.0,"Francisco-Vern-Poterie, Rennes (35000)",Appartement,Ille-et-Vilaine,35
160 000,"21,6",1.0,"Lorient-Saint Brieuc, Rennes (35000)",Appartement,Ille-et-Vilaine,35
160 000,"21,6",1.0,"Lorient-Saint Brieuc, Rennes (35000)",Appartement,Ille-et-Vilaine,35
145 000,"19,8",1.0,"Cleunay-Arsenal Redon, Rennes (35000)",Appartement,Ille-et-Vilaine,35
145 000,"19,8",1.0,"Cleunay-Arsenal Redon, Rennes (35000)",Appartement,Ille-et-Vilaine,35
128 800,"18,4",1.0,"Lorient-Saint Brieuc, Rennes (35000)",Appartement,Ille-et-Vilaine,35
128 800,"18,4",1.0,"Lorient-Saint Brieuc, Rennes (35000)",Appartement,Ille-et-Vilaine,35
674 000,"146,8",5.0,Tours (37000),Appartement,Indre-et-Loire,37
674 000,"146,8",5.0,Tours (37000),Appartement,Indre-et-Loire,37
639 600,144,6.0,Tours (37000),Maison,Indre-et-Loire,37
639 600,144,6.0,Tours (37000),Maison,Indre-et-Loire,37
587 600,130,7.0,Tours (37000),Maison,Indre-et-Loire,37
587 600,130,7.0,Tours (37000),Maison,Indre-et-Loire,37
577 000,70  de terrain,6.0,"Grammont, Tours (37000)",Maison,Indre-et-Loire,37
577 000,70  de terrain,6.0,"Grammont, Tours (37000)",Maison,Indre-et-Loire,37
535 000,102,5.0,Tours (37000),Maison,Indre-et-Loire,37
535 000,102,5.0,Tours (37000),Maison,Indre-et-Loire,37
451 500,73,3.0,"Centre, Tours (37000)",Duplex,Indre-et-Loire,37
451 500,73,3.0,"Centre, Tours (37000)",Duplex,Indre-et-Loire,37
450 000,82,3.0,"Grammont, Tours (37000)",Appartement,Indre-et-Loire,37
450 000,82,3.0,"Grammont, Tours (37000)",Appartement,Indre-et-Loire,37
436 142,704  de terrain,5.0,"Sainte Radegonde, Tours (37000)",Terrain,Indre-et-Loire,37
436 142,704  de terrain,5.0,"Sainte Radegonde, Tours (37000)",Terrain,Indre-et-Loire,37
364 000,"113,1",5.0,Tours (37000),Appartement,Indre-et-Loire,37
364 000,"113,1",5.0,Tours (37000),Appartement,Indre-et-Loire,37
325 877,"63,6",3.0,"Lakanal-Strasbourg, Tours (37000)",Appartement,Indre-et-Loire,37
325 877,"63,6",3.0,"Lakanal-Strasbourg, Tours (37000)",Appartement,Indre-et-Loire,37
318 000,115,5.0,"Lakanal-Strasbourg, Tours (37000)",Appartement,Indre-et-Loire,37
318 000,115,5.0,"Lakanal-Strasbourg, Tours (37000)",Appartement,Indre-et-Loire,37
2 250 000,210 846  de terrain,17.0,Tours (37000),Château,Indre-et-Loire,37
2 250 000,210 846  de terrain,17.0,Tours (37000),Château,Indre-et-Loire,37
286 200,86,4.0,"La Fuye Velpeau, Tours (37000)",Appartement,Indre-et-Loire,37
286 200,86,4.0,"La Fuye Velpeau, Tours (37000)",Appartement,Indre-et-Loire,37
257 630,"51,5",2.0,"Lakanal-Strasbourg, Tours (37000)",Appartement,Indre-et-Loire,37
257 630,"51,5",2.0,"Lakanal-Strasbourg, Tours (37000)",Appartement,Indre-et-Loire,37
254 000,60,3.0,"Febvotte-Marat, Tours (37000)",Appartement,Indre-et-Loire,37
254 000,60,3.0,"Febvotte-Marat, Tours (37000)",Appartement,Indre-et-Loire,37
249 900,60,2.0,"Grammont, Tours (37000)",Appartement,Indre-et-Loire,37
249 900,60,2.0,"Grammont, Tours (37000)",Appartement,Indre-et-Loire,37
247 046,"60,2",3.0,"Giraudeau, Tours (37000)",Appartement,Indre-et-Loire,37
247 046,"60,2",3.0,"Giraudeau, Tours (37000)",Appartement,Indre-et-Loire,37
221 000,48,2.0,"Centre, Tours (37000)",Appartement,Indre-et-Loire,37
221 000,48,2.0,"Centre, Tours (37000)",Appartement,Indre-et-Loire,37
1 890 000,50 383  de terrain,31.0,Tours (37000),Maison,Indre-et-Loire,37
1 890 000,50 383  de terrain,31.0,Tours (37000),Maison,Indre-et-Loire,37
1 350 000,20 000  de terrain,18.0,"Grammont, Tours (37000)",Demeure,Indre-et-Loire,37
1 350 000,20 000  de terrain,18.0,"Grammont, Tours (37000)",Demeure,Indre-et-Loire,37
1 310 000,4 420  de terrain,13.0,Tours (37000),Maison,Indre-et-Loire,37
1 310 000,4 420  de terrain,13.0,Tours (37000),Maison,Indre-et-Loire,37
1 248 000,6 600  de terrain,9.0,Tours (37000),Maison,Indre-et-Loire,37
1 248 000,6 600  de terrain,9.0,Tours (37000),Maison,Indre-et-Loire,37
1 144 000,260,7.0,Tours (37000),Maison,Indre-et-Loire,37
1 144 000,260,7.0,Tours (37000),Maison,Indre-et-Loire,37
188 000,71,3.0,"La Camusière, Saint-Avertin (37550)",Appartement,Indre-et-Loire,37
181 109,"38,9",2.0,"Giraudeau, Tours (37000)",Appartement,Indre-et-Loire,37
181 109,"38,9",2.0,"Giraudeau, Tours (37000)",Appartement,Indre-et-Loire,37
138 000,59,2.0,"La Fuye Velpeau, Tours (37000)",Appartement,Indre-et-Loire,37
138 000,59,2.0,"La Fuye Velpeau, Tours (37000)",Appartement,Indre-et-Loire,37
118 400,"75,6",4.0,"Allées, Saint-Pierre-des-Corps (37700)",Appartement,Indre-et-Loire,37
89 000,23,1.0,"Centre-ville - Victor Hugo, Grenoble (38000)",Appartement,Isère,38
89 000,23,1.0,"Centre-ville - Victor Hugo, Grenoble (38000)",Appartement,Isère,38
89 000,23,1.0,"Centre-ville - Victor Hugo, Grenoble (38000)",Appartement,Isère,38
89 000,23,1.0,"Centre-ville - Victor Hugo, Grenoble (38000)",Appartement,Isère,38
695 000,1 670  de terrain,10.0,Grenoble (38000),Maison,Isère,38
695 000,1 670  de terrain,10.0,Grenoble (38000),Maison,Isère,38
695 000,1 670  de terrain,10.0,Grenoble (38000),Maison,Isère,38
695 000,1 670  de terrain,10.0,Grenoble (38000),Maison,Isère,38
630 000,189,6.0,Grenoble (38000),Appartement,Isère,38
630 000,189,6.0,Grenoble (38000),Appartement,Isère,38
630 000,189,6.0,Grenoble (38000),Appartement,Isère,38
630 000,189,6.0,Grenoble (38000),Appartement,Isère,38
59 000,20,1.0,"Abry, Grenoble (38100)",Appartement,Isère,38
59 000,20,1.0,"Abry, Grenoble (38100)",Appartement,Isère,38
59 000,20,1.0,"Abry, Grenoble (38100)",Appartement,Isère,38
59 000,20,1.0,"Abry, Grenoble (38100)",Appartement,Isère,38
470 000,230,8.0,Grenoble (38000),Appartement,Isère,38
470 000,230,8.0,Grenoble (38000),Appartement,Isère,38
470 000,230,8.0,Grenoble (38000),Appartement,Isère,38
470 000,230,8.0,Grenoble (38000),Appartement,Isère,38
445 000,828  de terrain,8.0,Grenoble (38100),Maison,Isère,38
445 000,828  de terrain,8.0,Grenoble (38100),Maison,Isère,38
445 000,828  de terrain,8.0,Grenoble (38100),Maison,Isère,38
445 000,828  de terrain,8.0,Grenoble (38100),Maison,Isère,38
440 000,90,5.0,"Ile Verte, Grenoble (38000)",Maison,Isère,38
