latitude,longitude,prix,surface,pieces,type_bien,code_postal,departement,ville
48.5947274,7.7742476,170000,25.8,1.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,160500,25.5,1.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,160000,39.5,2.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,159000,55.0,2.0,Appartement,67000,67,Strasbourg
45.7803539,4.8255215,670000,86.0,4.0,Appartement,69004,69,Lyon
45.7462374,4.8227371,650000,109.0,3.0,Appartement,69002,69,Lyon
45.7323369,4.8347936,549000,95.0,4.0,Appartement,69007,69,Lyon
45.7513435,4.8760361,530000,91.0,4.0,Appartement,69003,69,Lyon
45.7323369,4.8347936,499000,111.0,4.0,Appartement,69007,69,Lyon
45.7803539,4.8255215,480000,62.3,3.0,Appartement,69004,69,Lyon
45.7462374,4.8227371,467000,76.2,4.0,Appartement,69002,69,Lyon
45.7323369,4.8347936,447000,70.0,3.0,Appartement,69007,69,Lyon
45.7700984,4.8265826,425000,76.0,3.0,Appartement,69001,69,Lyon
45.7700984,4.8265826,385000,72.0,3.0,Appartement,69001,69,Lyon
45.7462374,4.8227371,380000,59.8,3.0,Appartement,69002,69,Lyon
45.7803539,4.8255215,380000,54.0,2.0,Appartement,69004,69,Lyon
45.7323369,4.8347936,339000,82.0,3.0,Appartement,69007,69,Lyon
45.7340708,4.8693803,335000,85.0,4.0,Appartement,69008,69,Lyon
45.7323369,4.8347936,330000,89.0,5.0,Appartement,69007,69,Lyon
45.7835048,4.8021668,319000,62.0,3.0,Appartement,69009,69,Lyon
45.7323369,4.8347936,297000,78.0,4.0,Appartement,69007,69,Lyon
45.7513435,4.8760361,290000,43.0,2.0,Appartement,69003,69,Lyon
45.7513435,4.8760361,265000,59.0,3.0,Appartement,69003,69,Lyon
45.7835048,4.8021668,241000,64.6,3.0,Appartement,69009,69,Lyon
45.7340708,4.8693803,240000,73.0,3.0,Appartement,69008,69,Lyon
45.7835048,4.8021668,220000,60.7,2.0,Appartement,69009,69,Lyon
45.7513435,4.8760361,215000,39.0,2.0,Appartement,69003,69,Lyon
45.7513435,4.8760361,208000,39.0,2.0,Appartement,69003,69,Lyon
45.7340708,4.8693803,150000,43.5,2.0,Appartement,69008,69,Lyon
48.008023,0.2038573,99000,22.5,1.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,679000,251.0,10.0,Maison,72000,72,Le Mans
48.008023,0.2038573,399000,143.0,6.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,333000,151.0,6.0,Maison,72000,72,Le Mans
48.008023,0.2038573,182900,39.0,2.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,181900,105.0,5.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,169900,81.0,4.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,159900,67.0,4.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,149500,36.9,2.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,141750,88.2,5.0,Appartement,72000,72,Le Mans
47.9631872,0.2089294,138980,72.0,3.0,Appartement,72100,72,Le Mans
48.008023,0.2038573,124000,68.0,3.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,114300,19.0,1.0,Appartement,72000,72,Le Mans
48.8454189,2.3525824,966000,42.3,2.0,Appartement,75005,75,Paris
48.8414302,2.2961649,892500,142.2,5.0,Appartement,75015,75,Paris
48.8493765,2.3322544,850000,54.0,2.0,Appartement,75006,75,Paris
48.8770673,2.3379172,810000,50.0,2.0,Appartement,75009,75,Paris
48.8869876,2.3830496,699000,89.4,4.0,Appartement,75019,75,Paris
48.8618219,2.4010758,550000,86.0,3.0,Appartement,75020,75,Paris
48.8916223,2.3479768,499000,52.0,3.0,Appartement,75018,75,Paris
48.8541478,2.3568079,498000,33.1,2.0,Appartement,75004,75,Paris
48.8916223,2.3479768,460000,41.0,2.0,Appartement,75018,75,Paris
48.8493765,2.3322544,450000,32.0,2.0,Appartement,75006,75,Paris
48.8414302,2.2961649,449000,35.0,1.0,Appartement,75015,75,Paris
48.8600808,2.3781399,425000,45.7,2.0,Appartement,75011,75,Paris
48.8676828,2.3431278,415000,33.0,1.0,Appartement,75002,75,Paris
48.854928,2.2553299,3500000,245.0,6.0,Appartement,75016,75,Paris
48.8733792,2.3111527,3250000,264.0,7.0,Appartement,75008,75,Paris
48.8760081,2.360445,360000,33.0,2.0,Appartement,75010,75,Paris
48.8454189,2.3525824,2420000,140.4,6.0,Appartement,75005,75,Paris
48.8770673,2.3379172,290000,25.0,1.0,Appartement,75009,75,Paris
48.8454189,2.3525824,270000,17.0,1.0,Appartement,75005,75,Paris
48.8760081,2.360445,234000,27.0,2.0,Appartement,75010,75,Paris
48.854928,2.2553299,1990000,155.0,5.0,Appartement,75016,75,Paris
48.8352003,2.4451359,1800000,134.0,5.0,Maison,75012,75,Paris
48.854928,2.2553299,1065000,99.0,5.0,Appartement,75016,75,Paris
48.8414302,2.2961649,1050000,80.0,5.0,Appartement,75015,75,Paris
48.8600808,2.3781399,1020000,123.0,4.0,Appartement,75011,75,Paris
49.5130241,0.1058159,96000,54.0,3.0,Appartement,76620,76,Le Havre
49.4958928,0.1276081,938000,129.2,4.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,87672,17.9,1.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,77000,42.0,2.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,69000,25.0,2.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,55000,12.7,1.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,53000,28.0,1.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,464000,104.4,5.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,449000,115.6,5.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,434000,94.5,5.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,345000,75.0,4.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,325000,66.3,4.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,270000,70.3,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,268000,55.3,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,238900,70.5,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,210000,67.0,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,209000,39.0,2.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,179900,45.3,2.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,178381,42.2,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,170886,38.5,2.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,170000,69.2,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,170000,62.0,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,170000,33.0,2.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,105000,54.0,2.0,Appartement,76600,76,Le Havre
48.9334215,2.3624387,639300,107.3,5.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,497300,80.9,4.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,465600,81.9,4.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,426000,63.8,3.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,394700,68.8,3.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,377000,69.0,3.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,377000,58.6,3.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,329000,45.0,,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,326300,89.5,5.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,326000,83.0,4.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,310000,82.0,4.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,304500,39.0,2.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,272000,39.9,2.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,271000,61.2,3.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,260000,66.0,3.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,254600,31.7,1.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,220800,56.2,3.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,196000,24.3,1.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,175500,41.1,2.0,Appartement,93200,93,Saint-Denis
-20.8940223,55.4641732,93500,38.0,2.0,Appartement,97400,97,Saint-Denis
-20.8940223,55.4641732,779000,75.0,4.0,Appartement,97400,97,Saint-Denis
-20.8940223,55.4641732,688750,75.0,4.0,Appartement,97400,97,Saint-Denis
-20.8940223,55.4641732,535640,75.0,4.0,Appartement,97400,97,Saint-Denis
-20.8940223,55.4641732,485000,60.0,3.0,Appartement,97400,97,Saint-Denis
-20.8940223,55.4641732,478500,60.0,3.0,Appartement,97400,97,Saint-Denis
-20.8940223,55.4641732,440000,75.0,4.0,Appartement,97400,97,Saint-Denis
-20.8940223,55.4641732,379750,40.0,2.0,Appartement,97400,97,Saint-Denis
-20.8940223,55.4641732,298000,60.0,3.0,Appartement,97400,97,Saint-Denis
-20.8940223,55.4641732,263100,60.0,3.0,Appartement,97400,97,Saint-Denis
-20.8940223,55.4641732,249000,25.0,1.0,Appartement,97400,97,Saint-Denis
-20.8940223,55.4641732,248570,65.0,3.0,Appartement,97400,97,Saint-Denis
-20.8940223,55.4641732,232000,76.0,3.0,Appartement,97400,97,Saint-Denis
-20.8940223,55.4641732,220000,40.0,2.0,Appartement,97400,97,Saint-Denis
-20.8940223,55.4641732,220000,72.0,3.0,Appartement,97400,97,Saint-Denis
-20.9022858,55.4815021,209000,79.0,4.0,Appartement,97490,97,Saint-Denis
-20.8940223,55.4641732,191000,25.0,1.0,Appartement,97400,97,Saint-Denis
-20.8940223,55.4641732,190000,60.0,3.0,Appartement,97400,97,Saint-Denis
-20.8940223,55.4641732,176550,56.6,3.0,Appartement,97417,97,Saint-Denis
-20.8940223,55.4641732,110000,41.1,2.0,Appartement,97400,97,Saint-Denis
45.7803539,4.8255215,480000,62.3,3.0,Appartement,69004,01,Lyon
45.7835048,4.8021668,200000,41.0,2.0,Appartement,69009,01,Lyon
45.795098,3.1107156,89500,77.0,3.0,Appartement,63100,03,Clermont-Ferrand
43.6391219,1.4486548,342000,90.0,4.0,Maison,31200,09,Toulouse
43.6044303,1.4391951,236400,40.6,2.0,Appartement,31000,09,Toulouse
43.6044303,1.4391951,395100,92.0,4.0,Appartement,31000,09,Toulouse
43.6147233,3.879268,226000,42.0,2.0,Appartement,34000,12,Montpellier
43.3413417,5.4360677,325000,60.0,3.0,Maison,13013,13,Marseille
43.2535086,5.3826154,485000,85.0,4.0,Appartement,13008,13,Marseille
43.4984433,5.421383,1590000,138.0,6.0,Maison,13080,13,Aix-en-Provence
43.4984433,5.421383,1265000,155.0,6.0,Maison,13080,13,Aix-en-Provence
43.5271113,5.4305293,449000,71.0,3.0,Appartement,13090,13,Aix-en-Provence
43.2524772,5.4138202,489000,102.0,4.0,Appartement,13009,13,Marseille
43.5271113,5.4305293,599000,88.0,4.0,Appartement,13090,13,Aix-en-Provence
43.2821181,5.4157957,180000,65.2,3.0,Appartement,13010,13,Marseille
43.3550737,5.3574649,353000,107.0,5.0,Maison,13015,13,Marseille
43.5403693,5.522134,699000,108.0,5.0,Appartement,13100,13,Aix-en-Provence
43.5403693,5.522134,422000,66.0,3.0,Appartement,13100,13,Aix-en-Provence
43.5271113,5.4305293,343000,43.0,2.0,Appartement,13090,13,Aix-en-Provence
43.5403693,5.522134,1104000,144.0,6.0,Maison,13100,13,Aix-en-Provence
43.4984433,5.421383,600000,98.0,4.0,Maison,13080,13,Aix-en-Provence
43.5271113,5.4305293,350000,45.0,2.0,Appartement,13090,13,Aix-en-Provence
43.5403693,5.522134,1384000,115.0,5.0,Appartement,13100,13,Aix-en-Provence
43.5271113,5.4305293,604000,91.0,4.0,Appartement,13090,13,Aix-en-Provence
43.5271113,5.4305293,505000,70.0,3.0,Appartement,13090,13,Aix-en-Provence
43.5271113,5.4305293,940000,110.0,5.0,Appartement,13090,13,Aix-en-Provence
43.2535086,5.3826154,1083000,130.0,5.0,Appartement,13008,13,Marseille
43.5403693,5.522134,590000,92.0,4.0,Appartement,13100,13,Aix-en-Provence
43.5403693,5.522134,464000,90.0,4.0,Appartement,13100,13,Aix-en-Provence
43.2535086,5.3826154,505300,82.0,3.0,Appartement,13008,13,Marseille
43.5271113,5.4305293,390000,70.0,3.0,Appartement,13090,13,Aix-en-Provence
43.5271113,5.4305293,473000,70.0,3.0,Appartement,13090,13,Aix-en-Provence
43.5271113,5.4305293,540000,90.0,4.0,Appartement,13090,13,Aix-en-Provence
43.5403693,5.522134,540000,80.0,3.0,Appartement,13100,13,Aix-en-Provence
43.3108167,5.3783814,56250,42.0,2.0,Appartement,13003,13,Marseille
43.5403693,5.522134,430000,97.0,4.0,Appartement,13100,13,Aix-en-Provence
43.5403693,5.522134,619000,112.0,5.0,Appartement,13100,13,Aix-en-Provence
43.3108167,5.3783814,69000,35.0,2.0,Appartement,13003,13,Marseille
43.5403693,5.522134,310000,65.0,3.0,Appartement,13100,13,Aix-en-Provence
43.4984433,5.421383,448000,75.0,3.0,Maison,13080,13,Aix-en-Provence
43.2524772,5.4138202,275250,70.0,3.0,Appartement,13009,13,Marseille
43.2821181,5.4157957,265000,61.0,3.0,Appartement,13010,13,Marseille
43.2535086,5.3826154,899000,132.0,4.0,Appartement,13008,13,Marseille
43.2535086,5.3826154,446000,58.0,3.0,Appartement,13008,13,Marseille
43.3585809,5.3332325,321200,86.0,4.0,Appartement,13016,13,Marseille
43.2535086,5.3826154,392400,64.0,3.0,Appartement,13008,13,Marseille
43.2535086,5.3826154,1011700,100.0,3.0,Appartement,13008,13,Marseille
43.2892009,5.381581,106500,17.0,1.0,Appartement,13006,13,Marseille
43.2535086,5.3826154,869000,117.0,4.0,Appartement,13008,13,Marseille
43.2535086,5.3826154,580100,84.0,4.0,Appartement,13008,13,Marseille
43.2535086,5.3826154,984000,135.0,5.0,Appartement,13008,13,Marseille
43.2524772,5.4138202,338550,85.0,4.0,Appartement,13009,13,Marseille
43.2821181,5.4157957,287900,95.0,4.0,Appartement,13010,13,Marseille
43.3550737,5.3574649,208033,61.0,3.0,Appartement,13015,13,Marseille
43.3413417,5.4360677,215100,60.0,3.0,Appartement,13013,13,Marseille
43.3413417,5.4360677,280916,60.0,3.0,Appartement,13013,13,Marseille
43.3413417,5.4360677,159560,44.0,2.0,Appartement,13013,13,Marseille
43.2892009,5.381581,525000,83.0,4.0,Appartement,13006,13,Marseille
43.2892009,5.381581,728000,199.0,5.0,Appartement,13006,13,Marseille
43.5403693,5.522134,310000,66.0,3.0,Appartement,13100,13,Aix-en-Provence
43.5403693,5.522134,615000,113.0,5.0,Appartement,13100,13,Aix-en-Provence
43.5403693,5.522134,415000,92.0,4.0,Appartement,13100,13,Aix-en-Provence
43.3413417,5.4360677,567000,119.0,4.0,Maison,13013,13,Marseille
43.2535086,5.3826154,659000,89.0,3.0,Appartement,13008,13,Marseille
43.2535086,5.3826154,525000,114.0,4.0,Appartement,13008,13,Marseille
43.3038861,5.3678287,1600000,140.0,4.0,Appartement,13002,13,Marseille
44.8391049,-0.5814266,990000,168.0,5.0,Appartement,33000,17,Bordeaux
47.0781849,2.4001666,132000,35.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,149999,42.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,145999,39.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,146999,42.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,142000,39.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,151999,42.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,184500,59.0,3.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,148999,43.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,139999,39.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,172000,58.0,3.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,117800,52.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,219900,58.0,3.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,147000,43.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,141000,51.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,137000,42.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,144000,41.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,132000,36.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,184500,60.0,3.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,204626,91.0,4.0,Maison,18000,18,Bourges
47.0781849,2.4001666,173000,61.0,3.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,379000,98.0,4.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,299000,85.0,4.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,249900,71.0,3.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,154900,63.0,3.0,Maison,18000,18,Bourges
47.0781849,2.4001666,179900,91.0,4.0,Maison,18000,18,Bourges
47.0781849,2.4001666,376900,265.0,8.0,Maison,18000,18,Bourges
47.0781849,2.4001666,139900,41.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,299900,85.0,4.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,108900,26.0,1.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,140000,40.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,149000,41.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,152000,43.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,172000,85.0,4.0,Maison,18000,18,Bourges
47.0781849,2.4001666,154000,64.0,3.0,Maison,18000,18,Bourges
47.0781849,2.4001666,157900,102.4,5.0,Maison,18000,18,Bourges
47.0781849,2.4001666,81620,46.5,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,99900,59.0,3.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,54000,20.0,1.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,80738,49.0,2.0,Appartement,18000,18,Bourges
47.0781849,2.4001666,140000,38.3,2.0,Appartement,18000,18,Bourges
47.331844,5.0447381,430000,160.0,6.0,Maison,21000,21,Dijon
47.331844,5.0447381,295000,85.7,5.0,Maison,21000,21,Dijon
47.331844,5.0447381,275000,75.8,4.0,Maison,21000,21,Dijon
47.331844,5.0447381,120000,22.2,1.0,Appartement,21000,21,Dijon
47.331844,5.0447381,180000,40.6,2.0,Appartement,21000,21,Dijon
47.331844,5.0447381,170000,37.7,2.0,Appartement,21000,21,Dijon
47.331844,5.0447381,319000,100.0,5.0,Appartement,21000,21,Dijon
47.331844,5.0447381,184000,67.0,3.0,Appartement,21000,21,Dijon
47.331844,5.0447381,219000,75.0,4.0,Appartement,21000,21,Dijon
47.331844,5.0447381,213000,65.9,3.0,Appartement,21000,21,Dijon
47.331844,5.0447381,263620,86.0,4.0,Appartement,21000,21,Dijon
47.331844,5.0447381,140000,35.0,2.0,Maison,21000,21,Dijon
47.331844,5.0447381,150000,40.0,3.0,Appartement,21000,21,Dijon
47.331844,5.0447381,148000,48.0,2.0,Appartement,21000,21,Dijon
47.331844,5.0447381,289000,85.9,4.0,Appartement,21000,21,Dijon
47.331844,5.0447381,216000,56.6,3.0,Appartement,21000,21,Dijon
47.331844,5.0447381,223500,76.0,4.0,Appartement,21000,21,Dijon
47.331844,5.0447381,199900,83.0,4.0,Appartement,21000,21,Dijon
47.331844,5.0447381,283200,87.0,4.0,Appartement,21000,21,Dijon
47.331844,5.0447381,248000,79.0,4.0,Appartement,21000,21,Dijon
47.331844,5.0447381,276200,79.0,3.0,Appartement,21000,21,Dijon
47.331844,5.0447381,787000,250.0,7.0,Appartement,21000,21,Dijon
47.331844,5.0447381,980000,218.9,7.0,Maison,21000,21,Dijon
47.331844,5.0447381,260233,75.0,4.0,Appartement,21000,21,Dijon
47.331844,5.0447381,269000,74.0,4.0,Appartement,21000,21,Dijon
47.331844,5.0447381,204000,63.0,3.0,Appartement,21000,21,Dijon
47.331844,5.0447381,157000,44.0,2.0,Appartement,21000,21,Dijon
47.331844,5.0447381,297158,90.0,4.0,Appartement,21000,21,Dijon
47.331844,5.0447381,159000,46.0,2.0,Appartement,21000,21,Dijon
44.8829908,-0.5568152,443000,81.4,4.0,Appartement,33300,24,Bordeaux
48.4083582,-4.4871141,141000,41.0,2.0,Appartement,29200,29,Brest
48.4083582,-4.4871141,160221,62.0,3.0,Appartement,29200,29,Brest
48.4083582,-4.4871141,265455,90.0,4.0,Appartement,29200,29,Brest
48.4083582,-4.4871141,229000,74.0,4.0,Appartement,29200,29,Brest
48.4083582,-4.4871141,131000,43.9,2.0,Appartement,29200,29,Brest
48.4083582,-4.4871141,205000,43.0,2.0,Appartement,29200,29,Brest
48.4083582,-4.4871141,160000,29.0,1.0,Appartement,29200,29,Brest
48.4083582,-4.4871141,265000,62.0,3.0,Appartement,29200,29,Brest
48.4083582,-4.4871141,170000,63.0,3.0,Appartement,29200,29,Brest
48.4083582,-4.4871141,172500,66.0,3.0,Appartement,29200,29,Brest
48.4083582,-4.4871141,196054,64.0,3.0,Appartement,29200,29,Brest
48.4083582,-4.4871141,284000,64.9,3.0,Appartement,29200,29,Brest
48.4083582,-4.4871141,249000,48.0,2.0,Appartement,29200,29,Brest
48.4083582,-4.4871141,329000,68.0,3.0,Appartement,29200,29,Brest
48.4083582,-4.4871141,290000,87.0,4.0,Appartement,29200,29,Brest
48.4083582,-4.4871141,183329,61.0,3.0,Appartement,29200,29,Brest
43.3085865,5.4000614,900000,211.0,10.0,Maison,13004,30,Marseille
43.6147233,3.879268,544900,98.3,5.0,Appartement,34000,30,Montpellier
43.6044303,1.4391951,690000,126.0,5.0,Appartement,31000,31,Toulouse
43.6391219,1.4486548,245000,110.0,4.0,Maison,31200,31,Toulouse
43.6044303,1.4391951,275000,55.0,2.0,Appartement,31000,31,Toulouse
43.6035842,1.4719448,330000,92.0,4.0,Appartement,31500,31,Toulouse
43.6391219,1.4486548,244300,88.0,3.0,Appartement,31200,31,Toulouse
43.6036188,1.3886893,434500,111.0,4.0,Appartement,31300,31,Toulouse
43.6391219,1.4486548,205900,56.0,2.0,Appartement,31200,31,Toulouse
43.6391219,1.4486548,109900,40.0,2.0,Appartement,31200,31,Toulouse
43.6391219,1.4486548,327000,82.0,4.0,Appartement,31200,31,Toulouse
43.6391219,1.4486548,260000,66.0,3.0,Appartement,31200,31,Toulouse
43.6391219,1.4486548,214000,44.0,2.0,Appartement,31200,31,Toulouse
43.6391219,1.4486548,214000,39.0,2.0,Appartement,31200,31,Toulouse
43.6044303,1.4391951,269900,60.0,3.0,Appartement,31000,31,Toulouse
43.6044303,1.4391951,515000,80.0,3.0,Appartement,31000,31,Toulouse
43.6391219,1.4486548,185900,49.0,2.0,Appartement,31200,31,Toulouse
43.6036188,1.3886893,585000,107.0,4.0,Appartement,31300,31,Toulouse
43.6044303,1.4391951,326000,60.0,3.0,Appartement,31000,31,Toulouse
43.6036188,1.3886893,330000,69.0,3.0,Appartement,31300,31,Toulouse
43.6044303,1.4391951,205000,53.0,3.0,Appartement,31000,31,Toulouse
43.6391219,1.4486548,175000,46.0,2.0,Appartement,31200,31,Toulouse
43.6036188,1.3886893,174000,43.0,2.0,Appartement,31300,31,Toulouse
43.6044303,1.4391951,261113,68.0,3.0,Appartement,31000,31,Toulouse
43.6391219,1.4486548,279000,65.0,3.0,Appartement,31200,31,Toulouse
43.5652405,1.4728899,515000,85.0,3.0,Appartement,31400,31,Toulouse
43.5652405,1.4728899,232900,51.0,2.0,Appartement,31400,31,Toulouse
43.6044303,1.4391951,352000,66.0,3.0,Appartement,31000,31,Toulouse
43.6036188,1.3886893,465000,84.0,3.0,Appartement,31300,31,Toulouse
43.6044303,1.4391951,499000,66.0,3.0,Appartement,31000,31,Toulouse
43.6036188,1.3886893,789000,140.0,5.0,Appartement,31300,31,Toulouse
43.6036188,1.3886893,187000,29.0,2.0,Appartement,31300,31,Toulouse
43.6044303,1.4391951,625000,106.0,4.0,Appartement,31000,31,Toulouse
43.6391219,1.4486548,209500,44.0,2.0,Appartement,31200,31,Toulouse
43.5652405,1.4728899,365900,115.0,4.0,Appartement,31400,31,Toulouse
43.6044303,1.4391951,1046500,135.0,5.0,Appartement,31000,31,Toulouse
43.5652405,1.4728899,256000,67.0,3.0,Appartement,31400,31,Toulouse
43.5652405,1.4728899,660000,135.0,5.0,Maison,31400,31,Toulouse
43.6044303,1.4391951,795000,187.0,8.0,Maison,31000,32,Toulouse
44.8391049,-0.5814266,191250,44.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,324000,65.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,252000,53.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,480000,97.0,4.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,328999,65.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,423000,94.0,5.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,336000,74.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,289999,61.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,265000,56.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,268999,56.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,325001,65.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,343999,74.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,226999,45.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,282000,61.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,208999,41.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,331000,74.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,391000,84.0,4.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,219000,41.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,232000,45.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,301999,65.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,427999,90.0,4.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,340000,74.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,298999,65.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,436000,99.0,5.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,238000,45.0,2.0,Appartement,33000,33,Bordeaux
44.8456834,-0.553098,310200,78.0,4.0,Appartement,33100,33,Bordeaux
44.8391049,-0.5814266,205000,46.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,345000,66.0,3.0,Appartement,33000,33,Bordeaux
44.8829908,-0.5568152,841000,117.0,4.0,Appartement,33300,33,Bordeaux
44.8391049,-0.5814266,202500,44.0,2.0,Appartement,33000,33,Bordeaux
44.8829908,-0.5568152,330000,85.0,4.0,Appartement,33300,33,Bordeaux
44.8391049,-0.5814266,344000,49.0,2.0,Appartement,33000,33,Bordeaux
43.5991683,3.8650034,129900,50.7,2.0,Appartement,34070,34,Montpellier
43.5991683,3.8650034,320000,89.0,4.0,Appartement,34070,34,Montpellier
43.5991683,3.8650034,119000,44.5,2.0,Appartement,34070,34,Montpellier
43.6316416,3.8651679,179000,42.1,2.0,Appartement,34090,34,Montpellier
